Species,Pond_Area,Soil_Type,Water_Source,Season,Recommended_Stocking,Survival_Rate
King Prawn,3.07,Loamy,River,Monsoon,33009,72.32
Vannamei,3.04,Clay,Borewell,Summer,8765,93.92
Banana Prawn,1.49,Sandy,Canal,Monsoon,18231,87.34
Salmon,1.57,Loamy,Canal,Monsoon,29708,91.31
Soft Shell Crab,2.27,Sandy,Borewell,Monsoon,19305,91.02
King Crab,3.71,Loamy,Canal,Monsoon,44604,82.91
Snapper,1.02,Sandy,Borewell,Summer,9315,87.43
Trout,4.51,Clay,Canal,Monsoon,18349,76.94
Carp,1.37,Loamy,Canal,Monsoon,38670,72.8
Milkfish,1.76,Clay,Canal,Winter,48490,86.16
King Crab,2.98,Loamy,River,Monsoon,10462,84.61
Catfish,2.12,Loamy,Borewell,Summer,26281,87.98
Vannamei,0.81,Sandy,Borewell,Winter,33434,79.68
Banana Prawn,2.56,Sandy,Borewell,Monsoon,27451,73.01
Salmon,3.47,Clay,Borewell,Winter,19918,78.91
Vannamei,0.67,Loamy,Borewell,Monsoon,49830,71.93
Tuna,4.65,Sandy,Canal,Monsoon,30028,75.85
Vannamei,1.42,Clay,Canal,Winter,16141,88.59
Seabass,0.57,Loamy,Canal,Monsoon,14924,93.37
Soft Shell Crab,4.25,Sandy,Borewell,Winter,21758,91.19
Mud Crab,0.58,Clay,River,Summer,42350,76.5
Carp,3.37,Sandy,Borewell,Winter,20809,73.32
Tuna,2.49,Loamy,Canal,Monsoon,6847,92.77
Mud Crab,4.43,Clay,Canal,Monsoon,9402,70.23
Grouper,1.52,Loamy,Borewell,Monsoon,45009,83.66
Carp,0.95,Sandy,River,Monsoon,16909,86.36
Dungeness Crab,1.08,Loamy,Borewell,Winter,18067,90.22
Banana Prawn,2.07,Loamy,River,Summer,41261,76.66
Freshwater Prawn,2.36,Clay,Canal,Monsoon,40321,90.62
Pangasius,2.34,Loamy,Canal,Summer,44920,72.5
Pangasius,1.2,Sandy,River,Winter,24094,87.65
Dungeness Crab,4.75,Sandy,Canal,Monsoon,45118,77.62
Milkfish,3.49,Loamy,Canal,Summer,39438,87.82
King Crab,2.34,Clay,Canal,Summer,6305,74.99
Whiteleg Shrimp,3.5,Sandy,Borewell,Summer,13015,72.79
Whiteleg Shrimp,1.05,Clay,Borewell,Summer,46752,86.51
King Crab,0.53,Loamy,River,Summer,6939,72.53
Soft Shell Crab,3.92,Loamy,River,Monsoon,24251,91.86
Milkfish,4.16,Clay,River,Summer,8234,86.53
Seabass,0.97,Sandy,River,Winter,18557,74.54
Tuna,1.08,Clay,Canal,Summer,24448,78.26
Salmon,3.56,Sandy,Borewell,Monsoon,31827,87.34
Barramundi,0.94,Sandy,Canal,Winter,26602,82.15
Blue Swimmer Crab,4.99,Clay,Borewell,Summer,42621,80.66
Vannamei,0.64,Clay,Canal,Monsoon,43529,91.66
Tiger Prawn,2.88,Loamy,River,Winter,36246,88.37
King Prawn,0.98,Sandy,River,Summer,2311,75.0
Blue Swimmer Crab,0.55,Clay,Borewell,Summer,48274,90.67
King Crab,3.55,Loamy,River,Monsoon,48690,70.15
Vannamei,1.33,Clay,River,Monsoon,35837,87.76
Tiger Prawn,3.92,Sandy,River,Summer,11191,80.37
Banana Prawn,1.02,Clay,Borewell,Monsoon,49965,90.71
Snow Crab,4.14,Loamy,Borewell,Monsoon,39122,87.77
Grouper,1.54,Loamy,Borewell,Monsoon,35831,94.53
Salmon,3.31,Sandy,Borewell,Summer,6716,72.03
Tiger Prawn,4.34,Sandy,Canal,Winter,22843,90.73
Cod,1.34,Clay,River,Monsoon,22527,84.05
Rohu,2.08,Clay,Borewell,Winter,12022,88.91
Catfish,1.91,Sandy,River,Monsoon,32368,89.66
Snow Crab,2.67,Clay,Canal,Summer,14909,72.13
Freshwater Prawn,1.5,Loamy,Canal,Winter,8847,89.63
Mud Crab,0.5,Sandy,Canal,Winter,47650,89.27
Barramundi,3.13,Sandy,Borewell,Summer,23768,92.98
Carp,1.8,Loamy,River,Monsoon,20515,70.21
Grouper,3.2,Clay,Borewell,Summer,35318,70.11
Salmon,1.59,Clay,Canal,Summer,45080,78.31
Tiger Prawn,3.98,Loamy,Canal,Summer,16629,84.83
Rohu,2.12,Sandy,Canal,Summer,30308,92.22
Black Tiger Shrimp,1.35,Clay,River,Monsoon,43694,91.27
Tilapia,4.6,Clay,Borewell,Monsoon,49636,88.52
Tilapia,1.3,Loamy,Canal,Summer,7397,79.58
Banana Prawn,2.57,Clay,River,Monsoon,36752,74.12
Whiteleg Shrimp,4.04,Clay,Borewell,Winter,45917,70.16
Pangasius,4.15,Sandy,River,Summer,9935,77.53
Cod,3.95,Loamy,Canal,Summer,25646,81.49
Vannamei,3.88,Loamy,River,Monsoon,15743,76.62
Dungeness Crab,4.2,Loamy,Canal,Summer,45130,88.1
Tilapia,4.83,Loamy,Borewell,Monsoon,16577,75.0
Rohu,0.78,Clay,Canal,Summer,4671,86.78
Black Tiger Shrimp,1.09,Sandy,Borewell,Monsoon,23326,77.76
Dungeness Crab,3.44,Sandy,Borewell,Winter,7411,91.66
Salmon,4.56,Loamy,Borewell,Summer,22675,85.48
Freshwater Prawn,3.48,Clay,River,Winter,48682,87.47
Blue Swimmer Crab,2.07,Clay,Canal,Summer,13797,94.72
Barramundi,1.15,Clay,River,Monsoon,18901,93.97
Mud Crab,4.54,Clay,Borewell,Summer,4501,83.6
Rohu,1.17,Loamy,Canal,Monsoon,31646,93.23
Barramundi,3.98,Loamy,River,Summer,45646,89.39
Snapper,4.89,Sandy,Borewell,Winter,9479,79.98
Freshwater Prawn,0.64,Loamy,Canal,Summer,21304,71.71
Cod,4.17,Sandy,Borewell,Monsoon,30862,78.78
Snapper,2.41,Loamy,Canal,Winter,44501,81.43
Grouper,2.92,Clay,River,Winter,30980,73.42
Tiger Prawn,2.15,Sandy,Borewell,Summer,43609,88.32
Mud Crab,1.09,Loamy,Borewell,Winter,5640,88.95
Soft Shell Crab,0.61,Sandy,Canal,Winter,8262,83.88
Snapper,4.39,Clay,River,Monsoon,8160,92.82
Snow Crab,1.44,Sandy,Borewell,Winter,40786,70.78
Seabass,4.2,Clay,River,Winter,42902,82.09
Seabass,4.77,Loamy,Canal,Summer,16130,83.75
Seabass,4.49,Clay,Canal,Monsoon,5850,72.74
Rohu,4.55,Loamy,River,Summer,3558,89.85
Dungeness Crab,3.04,Sandy,Canal,Summer,19269,89.5
Tiger Prawn,4.62,Clay,Borewell,Monsoon,14802,84.48
Snapper,2.33,Sandy,Canal,Summer,36475,72.44
Soft Shell Crab,4.64,Loamy,Canal,Winter,37720,87.48
Catfish,4.39,Loamy,Borewell,Winter,42066,80.87
King Crab,2.21,Clay,Borewell,Winter,11509,79.36
Tuna,4.94,Clay,Canal,Summer,15035,79.39
Banana Prawn,2.91,Clay,River,Monsoon,44137,91.75
Seabass,1.48,Sandy,River,Monsoon,29180,94.47
Snapper,1.5,Sandy,Canal,Summer,36292,79.27
King Prawn,2.27,Clay,Borewell,Winter,5920,70.89
Barramundi,2.67,Clay,Canal,Summer,28300,72.32
Dungeness Crab,1.96,Clay,River,Monsoon,21508,86.93
Mud Crab,1.68,Sandy,Canal,Summer,31895,75.29
Dungeness Crab,2.13,Clay,Borewell,Monsoon,36312,87.96
Trout,1.41,Clay,Borewell,Summer,30751,84.38
Soft Shell Crab,4.67,Clay,Borewell,Monsoon,20990,87.58
Snow Crab,1.51,Clay,Canal,Winter,25356,83.09
Cod,3.54,Sandy,Borewell,Summer,45676,90.75
Barramundi,4.81,Clay,Borewell,Summer,37746,89.05
Tiger Prawn,3.79,Loamy,Canal,Winter,18360,78.01
Tilapia,3.3,Loamy,Borewell,Winter,12623,93.79
Snapper,4.71,Sandy,Canal,Monsoon,5569,82.51
Catfish,4.93,Clay,River,Winter,32080,90.22
Mud Crab,4.46,Clay,Canal,Summer,6994,92.22
Tilapia,3.81,Sandy,River,Summer,19592,79.28
Grouper,3.73,Loamy,River,Winter,6976,81.52
Cod,3.38,Loamy,Borewell,Monsoon,19331,73.22
Blue Swimmer Crab,1.53,Sandy,Canal,Summer,26924,83.33
Banana Prawn,1.27,Sandy,Borewell,Winter,29825,71.72
Tiger Prawn,1.77,Loamy,Borewell,Winter,33674,85.49
Blue Swimmer Crab,0.55,Clay,Canal,Winter,19341,88.38
Tuna,1.88,Sandy,Borewell,Winter,23109,89.34
Grouper,0.67,Loamy,Canal,Summer,15225,80.56
Snapper,4.78,Sandy,Borewell,Monsoon,24152,89.8
Snapper,1.12,Clay,Canal,Monsoon,44923,73.51
Carp,4.33,Loamy,Borewell,Winter,20545,78.28
Blue Swimmer Crab,2.1,Sandy,Canal,Winter,40094,73.05
Whiteleg Shrimp,1.52,Sandy,River,Monsoon,37306,72.28
Mud Crab,2.61,Sandy,Borewell,Winter,42392,73.15
Snapper,1.26,Sandy,River,Monsoon,13017,94.95
Mud Crab,3.8,Loamy,River,Monsoon,7988,80.77
Carp,4.89,Loamy,Borewell,Monsoon,17350,92.38
Dungeness Crab,1.21,Sandy,Borewell,Winter,26772,75.76
Tuna,0.98,Loamy,Borewell,Winter,38369,78.34
Soft Shell Crab,3.39,Sandy,River,Monsoon,11537,84.32
Milkfish,4.92,Sandy,Canal,Summer,24706,92.47
Tilapia,2.2,Loamy,Borewell,Summer,26083,85.42
Tuna,3.9,Sandy,Borewell,Winter,26140,73.41
Carp,1.64,Clay,River,Winter,19258,91.24
Barramundi,4.53,Clay,River,Summer,4985,89.97
King Prawn,3.57,Clay,Borewell,Monsoon,43680,82.25
Snapper,0.88,Clay,River,Winter,28553,70.06
Vannamei,1.9,Sandy,Canal,Monsoon,11614,80.08
Dungeness Crab,2.33,Sandy,Canal,Monsoon,9108,72.93
Salmon,1.67,Loamy,Canal,Summer,41990,90.37
Snapper,4.26,Clay,River,Summer,42503,83.02
Blue Swimmer Crab,2.6,Sandy,River,Monsoon,39942,84.7
Tuna,1.61,Clay,Canal,Monsoon,22360,94.43
King Crab,1.91,Clay,Borewell,Monsoon,21387,74.87
Trout,4.64,Sandy,Canal,Summer,14327,94.34
Tilapia,1.75,Loamy,River,Summer,41873,70.1
Freshwater Prawn,2.44,Sandy,Borewell,Winter,35414,91.95
Soft Shell Crab,4.49,Sandy,Canal,Monsoon,35996,90.89
Tuna,3.49,Loamy,River,Winter,33474,89.58
King Crab,1.29,Loamy,River,Summer,17149,84.52
Rohu,3.84,Sandy,River,Summer,46965,73.49
Milkfish,4.59,Clay,Borewell,Winter,6997,82.2
Black Tiger Shrimp,3.03,Loamy,River,Winter,2977,70.88
Carp,5.0,Sandy,Canal,Summer,14627,79.29
Snapper,3.43,Clay,Canal,Winter,19115,88.12
Rohu,1.72,Clay,River,Winter,33260,86.86
Grouper,2.82,Clay,Canal,Monsoon,16706,80.47
Catfish,2.72,Clay,Canal,Monsoon,12955,76.35
Pangasius,1.31,Clay,Canal,Winter,14718,81.44
Trout,2.35,Clay,River,Monsoon,8473,76.37
Trout,1.71,Clay,Borewell,Summer,41055,82.26
Tiger Prawn,4.88,Loamy,River,Monsoon,13150,91.42
Seabass,3.52,Clay,Canal,Monsoon,4145,72.08
Rohu,3.63,Loamy,Canal,Winter,40639,84.0
Catfish,4.51,Sandy,Borewell,Monsoon,41062,72.37
Trout,4.98,Loamy,Canal,Winter,34380,87.3
Milkfish,0.81,Sandy,Canal,Summer,38637,89.72
Rohu,0.56,Sandy,Canal,Winter,14480,90.97
Freshwater Prawn,2.48,Sandy,Borewell,Winter,19841,84.43
Trout,2.58,Loamy,Canal,Monsoon,30816,83.51
Banana Prawn,2.33,Loamy,Canal,Monsoon,33788,78.71
Tilapia,2.09,Loamy,River,Monsoon,17302,90.12
Tuna,1.8,Sandy,Borewell,Summer,41877,70.33
Dungeness Crab,2.51,Loamy,Canal,Summer,4116,75.84
Dungeness Crab,2.52,Clay,Canal,Summer,12586,78.66
Dungeness Crab,4.94,Sandy,River,Winter,27842,79.51
Vannamei,3.4,Sandy,Borewell,Monsoon,41980,80.49
Pangasius,1.53,Clay,Canal,Monsoon,6746,85.05
Grouper,4.24,Loamy,River,Monsoon,47110,86.83
Tuna,3.71,Loamy,Canal,Monsoon,16588,80.1
Mud Crab,3.44,Loamy,River,Summer,6842,73.34
Barramundi,0.81,Clay,Borewell,Summer,32867,73.9
Tilapia,3.16,Clay,Borewell,Winter,12583,82.27
Banana Prawn,2.43,Clay,Canal,Monsoon,2986,78.55
Soft Shell Crab,3.98,Clay,Canal,Winter,36028,83.11
Pangasius,4.79,Sandy,Borewell,Summer,31978,79.97
Catfish,4.43,Sandy,Canal,Monsoon,25145,73.85
Rohu,2.62,Clay,Borewell,Summer,17346,74.83
Grouper,1.04,Loamy,Borewell,Summer,14309,89.8
Whiteleg Shrimp,1.64,Sandy,River,Summer,13197,73.16
Black Tiger Shrimp,0.72,Clay,Borewell,Summer,39953,82.05
Vannamei,2.45,Sandy,Canal,Summer,22871,87.9
Carp,4.9,Clay,River,Monsoon,9361,74.46
Dungeness Crab,0.61,Sandy,Canal,Monsoon,36011,93.31
Banana Prawn,1.22,Loamy,Canal,Monsoon,21575,77.73
Tilapia,1.8,Loamy,Borewell,Monsoon,37606,85.48
Black Tiger Shrimp,3.73,Clay,River,Winter,7651,83.56
Catfish,0.96,Loamy,Borewell,Monsoon,18143,80.3
Salmon,3.37,Sandy,River,Summer,41330,86.0
Barramundi,1.24,Loamy,Borewell,Winter,38553,79.3
Salmon,1.9,Clay,Borewell,Monsoon,40107,75.09
Black Tiger Shrimp,3.8,Clay,Borewell,Winter,21857,88.08
Blue Swimmer Crab,1.51,Loamy,Borewell,Winter,6953,81.84
Catfish,1.76,Clay,River,Winter,5881,94.12
Tilapia,4.22,Sandy,River,Winter,44172,77.5
King Prawn,0.71,Sandy,Borewell,Monsoon,33556,88.08
King Prawn,2.98,Sandy,River,Monsoon,33280,80.82
Vannamei,1.58,Loamy,River,Summer,16619,80.73
Snow Crab,1.91,Clay,Borewell,Winter,47326,92.26
Tuna,4.71,Loamy,Borewell,Summer,38947,91.82
Blue Swimmer Crab,2.07,Loamy,Canal,Monsoon,34065,81.9
Cod,4.42,Loamy,River,Winter,30709,75.07
Catfish,2.84,Loamy,Borewell,Summer,36503,76.54
Pangasius,3.43,Loamy,Borewell,Summer,35184,86.77
Whiteleg Shrimp,1.42,Loamy,River,Winter,37211,84.82
Seabass,3.57,Loamy,River,Summer,33430,77.76
Seabass,1.29,Clay,Borewell,Summer,26613,88.31
King Crab,2.38,Loamy,Borewell,Summer,34073,85.9
Rohu,1.27,Clay,Borewell,Monsoon,34993,75.41
Milkfish,1.38,Loamy,Borewell,Monsoon,43956,73.86
Tiger Prawn,3.7,Clay,Canal,Summer,16450,85.84
Tilapia,0.75,Sandy,Borewell,Winter,41870,88.79
Mud Crab,2.14,Clay,Canal,Winter,23279,93.89
Vannamei,0.54,Sandy,River,Summer,35364,77.08
Blue Swimmer Crab,1.9,Clay,Canal,Winter,25927,88.9
Tuna,4.86,Sandy,Borewell,Summer,31226,79.96
Tiger Prawn,1.82,Loamy,River,Summer,17945,75.92
Rohu,2.6,Clay,Borewell,Monsoon,24553,89.88
Snow Crab,1.64,Loamy,Canal,Monsoon,23233,86.28
Whiteleg Shrimp,2.91,Sandy,Borewell,Monsoon,26922,84.45
Soft Shell Crab,4.07,Sandy,Canal,Winter,34942,76.44
Trout,2.78,Sandy,River,Monsoon,22467,70.65
Snapper,1.32,Loamy,River,Monsoon,5089,78.2
Tilapia,2.92,Sandy,Borewell,Winter,49032,79.55
Vannamei,4.82,Loamy,Canal,Monsoon,45101,92.85
Black Tiger Shrimp,4.49,Clay,Canal,Winter,40576,91.86
Cod,4.72,Sandy,River,Monsoon,41515,78.72
Snapper,2.85,Loamy,River,Monsoon,26522,92.71
Seabass,4.28,Sandy,Canal,Winter,30961,82.82
Mud Crab,0.63,Loamy,Canal,Summer,17024,92.23
Catfish,4.4,Clay,Canal,Summer,19307,92.73
Cod,2.96,Sandy,River,Summer,38793,89.57
Tiger Prawn,0.72,Clay,River,Winter,14832,86.76
King Crab,2.05,Sandy,Canal,Winter,31623,83.82
Tuna,1.97,Loamy,Canal,Winter,2320,91.32
Freshwater Prawn,1.78,Loamy,River,Summer,8862,87.89
Snow Crab,3.9,Clay,River,Summer,31875,78.5
Tiger Prawn,4.31,Loamy,Borewell,Winter,8227,77.71
Carp,4.51,Sandy,River,Summer,45954,91.11
Black Tiger Shrimp,4.65,Clay,Canal,Monsoon,42493,78.83
King Crab,1.19,Clay,Borewell,Monsoon,14636,70.92
Tilapia,2.25,Clay,River,Summer,45596,74.08
King Crab,1.62,Loamy,Borewell,Winter,21031,86.92
King Crab,2.02,Loamy,Canal,Monsoon,38900,89.56
Snapper,2.6,Clay,River,Monsoon,29349,79.51
Tuna,3.5,Sandy,River,Monsoon,28538,89.62
Seabass,3.99,Sandy,Canal,Monsoon,4471,92.02
Grouper,0.86,Loamy,Borewell,Monsoon,23346,74.13
Trout,0.58,Clay,Canal,Winter,44453,93.59
Dungeness Crab,3.04,Clay,Borewell,Monsoon,38509,80.14
King Prawn,4.07,Sandy,Canal,Monsoon,32428,89.55
Salmon,2.72,Sandy,Borewell,Monsoon,29448,85.22
Vannamei,0.54,Sandy,River,Monsoon,43834,93.12
Catfish,0.59,Loamy,Borewell,Winter,21164,80.51
Seabass,2.18,Sandy,River,Winter,15261,78.68
Snow Crab,0.5,Sandy,Canal,Summer,25351,88.36
Tilapia,1.34,Clay,Canal,Winter,11798,88.07
Seabass,0.79,Clay,River,Winter,44881,70.33
King Prawn,4.26,Clay,River,Summer,48961,86.61
Milkfish,2.81,Sandy,Canal,Winter,2755,74.71
Snow Crab,0.67,Clay,River,Summer,5555,83.98
Snapper,4.02,Sandy,Canal,Winter,17685,84.83
Tiger Prawn,4.14,Clay,Borewell,Summer,26208,90.03
King Prawn,1.28,Loamy,Canal,Summer,4667,93.62
Seabass,1.43,Loamy,Borewell,Winter,47057,81.79
Snapper,0.73,Clay,River,Monsoon,5980,89.43
Black Tiger Shrimp,0.54,Loamy,Borewell,Summer,36296,94.12
Dungeness Crab,4.16,Sandy,Canal,Winter,6414,85.88
King Prawn,0.69,Clay,Borewell,Summer,16117,82.17
Mud Crab,3.69,Sandy,River,Monsoon,23816,79.75
Milkfish,3.99,Clay,Canal,Summer,22417,94.37
Tilapia,0.75,Loamy,Canal,Monsoon,15255,93.95
Whiteleg Shrimp,2.85,Sandy,Borewell,Monsoon,8455,80.52
Whiteleg Shrimp,2.18,Loamy,Canal,Winter,6437,71.16
King Crab,3.46,Clay,Canal,Monsoon,40591,73.62
Freshwater Prawn,1.17,Clay,River,Winter,31433,70.93
Pangasius,4.34,Loamy,River,Monsoon,39523,74.27
Tiger Prawn,3.87,Sandy,Borewell,Winter,35497,91.75
Carp,1.74,Loamy,Canal,Monsoon,14184,82.32
Tuna,1.02,Sandy,Canal,Monsoon,26109,87.61
Carp,4.48,Clay,Borewell,Summer,38792,79.22
Barramundi,2.37,Loamy,Canal,Winter,47412,71.27
King Crab,2.21,Clay,River,Summer,43971,77.81
Salmon,2.04,Clay,Canal,Summer,36692,93.18
Catfish,3.2,Clay,Canal,Winter,9759,75.41
Whiteleg Shrimp,1.3,Sandy,River,Summer,25577,89.16
Snow Crab,1.58,Clay,Borewell,Summer,18426,89.81
Milkfish,4.81,Loamy,Borewell,Winter,43177,75.14
Pangasius,4.02,Loamy,Canal,Summer,31944,90.02
Catfish,1.83,Clay,Canal,Summer,18541,91.49
King Prawn,1.27,Sandy,Canal,Monsoon,42076,77.12
Snow Crab,2.24,Loamy,Canal,Summer,43449,86.75
Rohu,3.15,Loamy,Borewell,Monsoon,36752,82.81
Snapper,4.49,Sandy,Borewell,Winter,13273,75.3
Snapper,3.14,Clay,River,Monsoon,38707,75.58
Snapper,4.04,Clay,Canal,Summer,21498,78.22
Cod,3.35,Sandy,Borewell,Summer,29646,89.83
Snow Crab,3.82,Clay,Canal,Monsoon,35549,72.07
Blue Swimmer Crab,1.24,Sandy,River,Monsoon,41310,82.45
Seabass,0.54,Clay,Borewell,Winter,35031,82.29
Mud Crab,0.78,Clay,River,Monsoon,24275,91.67
Dungeness Crab,2.99,Loamy,Borewell,Winter,3418,93.82
Catfish,4.82,Sandy,Canal,Summer,26121,87.13
Tiger Prawn,3.02,Clay,River,Summer,34913,93.64
Tiger Prawn,3.86,Sandy,Borewell,Winter,9501,72.87
Black Tiger Shrimp,1.36,Sandy,Borewell,Winter,34193,88.97
Freshwater Prawn,1.09,Clay,Canal,Summer,28345,88.1
Seabass,1.42,Loamy,Borewell,Winter,14314,84.1
Dungeness Crab,3.82,Loamy,Canal,Monsoon,3840,70.85
Pangasius,1.87,Clay,Borewell,Summer,34427,90.77
Barramundi,4.96,Loamy,Canal,Summer,10801,80.07
Tilapia,1.74,Clay,Canal,Winter,19864,94.14
Tilapia,0.82,Loamy,River,Summer,45625,78.54
Blue Swimmer Crab,2.84,Loamy,Borewell,Monsoon,41646,77.43
Mud Crab,1.31,Sandy,Canal,Monsoon,27183,94.14
Dungeness Crab,2.7,Clay,Borewell,Monsoon,47426,88.93
Vannamei,1.06,Sandy,Canal,Winter,46967,73.51
Dungeness Crab,2.41,Loamy,River,Summer,34813,83.16
Trout,0.85,Loamy,Borewell,Summer,20510,74.64
Cod,3.39,Clay,River,Summer,7708,78.6
King Crab,3.93,Sandy,Borewell,Summer,32781,88.08
Freshwater Prawn,1.28,Loamy,Borewell,Summer,40938,75.8
Milkfish,1.3,Clay,River,Summer,7840,78.33
Snow Crab,1.45,Clay,Borewell,Monsoon,32692,72.72
Snapper,0.72,Clay,Canal,Monsoon,39067,73.12
Vannamei,0.74,Sandy,Canal,Winter,8625,86.26
Snapper,4.37,Clay,Canal,Monsoon,37118,73.0
Mud Crab,1.35,Sandy,Canal,Summer,8838,73.27
Vannamei,4.19,Clay,Canal,Monsoon,7641,78.09
Banana Prawn,1.71,Loamy,River,Summer,46243,72.85
Dungeness Crab,3.86,Clay,Borewell,Winter,34159,82.7
Catfish,2.18,Clay,Canal,Summer,12361,87.34
Trout,3.35,Loamy,River,Winter,39031,92.65
Snow Crab,0.95,Loamy,Borewell,Summer,10720,88.96
Freshwater Prawn,3.59,Sandy,River,Winter,19386,75.59
Pangasius,4.41,Clay,River,Monsoon,47970,74.28
Dungeness Crab,1.48,Sandy,Canal,Winter,26326,94.22
Banana Prawn,1.59,Sandy,Borewell,Monsoon,48488,80.13
Snapper,3.09,Sandy,River,Winter,39695,90.44
Soft Shell Crab,4.09,Clay,Canal,Monsoon,43334,80.69
Banana Prawn,1.04,Loamy,Borewell,Monsoon,10844,75.91
Seabass,4.84,Loamy,River,Winter,38705,82.79
Dungeness Crab,3.39,Clay,Canal,Winter,30440,76.35
Seabass,4.67,Loamy,River,Summer,41946,91.96
Tilapia,0.79,Clay,Borewell,Winter,30491,81.63
Rohu,2.87,Sandy,River,Monsoon,33368,82.8
Freshwater Prawn,0.61,Loamy,River,Monsoon,19871,91.09
Tilapia,2.99,Clay,River,Summer,44365,84.7
Whiteleg Shrimp,2.92,Sandy,Canal,Monsoon,39223,91.43
Black Tiger Shrimp,0.52,Loamy,River,Summer,4289,75.64
Salmon,2.0,Loamy,Borewell,Winter,44801,71.91
Soft Shell Crab,2.19,Loamy,River,Winter,41813,82.44
King Prawn,0.5,Loamy,Canal,Summer,32213,88.9
Salmon,1.08,Loamy,Canal,Winter,29741,81.93
Freshwater Prawn,0.83,Loamy,Canal,Winter,7642,72.48
Trout,2.27,Clay,Borewell,Monsoon,14978,79.18
Black Tiger Shrimp,4.23,Clay,Borewell,Summer,39533,80.64
Soft Shell Crab,1.82,Clay,River,Monsoon,21043,90.38
King Prawn,0.76,Clay,River,Winter,49055,81.09
Tuna,4.36,Clay,River,Summer,36887,77.9
Snow Crab,2.03,Sandy,River,Monsoon,31750,74.33
Soft Shell Crab,0.75,Sandy,River,Monsoon,46568,74.92
Pangasius,3.86,Sandy,Borewell,Summer,4994,73.19
Mud Crab,1.64,Loamy,Canal,Summer,47435,77.82
Freshwater Prawn,0.68,Sandy,Canal,Monsoon,24760,82.92
Soft Shell Crab,1.09,Loamy,Canal,Summer,39733,87.02
Barramundi,0.79,Clay,Borewell,Summer,26843,74.12
Banana Prawn,2.63,Sandy,Borewell,Winter,10984,94.93
Grouper,3.66,Loamy,Canal,Winter,43123,72.59
Dungeness Crab,3.84,Loamy,River,Summer,8829,88.58
Dungeness Crab,3.67,Clay,River,Monsoon,47791,70.12
Freshwater Prawn,2.46,Sandy,Canal,Summer,4013,77.36
Blue Swimmer Crab,3.87,Loamy,Canal,Winter,36344,91.82
Mud Crab,2.9,Sandy,Canal,Summer,4246,72.84
Barramundi,2.77,Loamy,River,Winter,12340,88.61
Barramundi,4.43,Clay,Borewell,Monsoon,11419,92.71
Vannamei,2.66,Sandy,Canal,Winter,11001,93.14
Mud Crab,2.51,Loamy,Borewell,Monsoon,40395,78.71
Pangasius,3.3,Clay,Canal,Monsoon,37715,82.16
Trout,1.35,Sandy,River,Winter,41194,90.81
Tiger Prawn,4.02,Clay,Canal,Winter,26587,80.18
Vannamei,4.31,Clay,Canal,Monsoon,14448,90.43
Mud Crab,0.61,Sandy,Canal,Winter,30633,85.0
Tilapia,1.63,Clay,River,Monsoon,37526,86.57
Dungeness Crab,1.88,Clay,Canal,Summer,46931,93.48
Blue Swimmer Crab,3.21,Clay,Canal,Monsoon,8327,74.55
Barramundi,2.03,Loamy,Borewell,Summer,23199,90.03
Catfish,4.03,Loamy,Borewell,Summer,10494,88.88
Blue Swimmer Crab,3.33,Loamy,River,Monsoon,35275,87.0
Carp,1.4,Clay,Canal,Winter,35690,74.52
Tiger Prawn,4.96,Sandy,River,Monsoon,46270,87.87
King Prawn,4.75,Clay,Borewell,Summer,42436,89.93
King Crab,2.12,Loamy,Borewell,Winter,28486,77.68
Black Tiger Shrimp,2.87,Sandy,Borewell,Summer,45587,78.67
King Prawn,2.12,Sandy,Borewell,Winter,41799,85.79
Banana Prawn,1.25,Sandy,Canal,Monsoon,12814,93.74
Milkfish,1.02,Sandy,Borewell,Summer,33411,79.97
Catfish,2.56,Clay,River,Monsoon,14424,92.11
Black Tiger Shrimp,2.78,Loamy,Borewell,Monsoon,17277,70.78
Pangasius,4.67,Clay,Canal,Monsoon,41178,88.68
Vannamei,0.59,Sandy,Borewell,Winter,42219,70.45
King Crab,1.09,Loamy,Borewell,Winter,28954,80.81
Grouper,4.0,Loamy,Borewell,Winter,23402,93.3
Pangasius,1.67,Clay,River,Winter,41822,79.98
Seabass,0.69,Loamy,Borewell,Winter,17980,76.26
Freshwater Prawn,1.74,Sandy,River,Summer,16210,79.29
Freshwater Prawn,3.37,Sandy,Borewell,Monsoon,6418,91.41
Tiger Prawn,2.62,Clay,Canal,Summer,30918,80.37
Trout,3.24,Clay,River,Summer,46919,77.66
Grouper,1.59,Sandy,Canal,Summer,42044,75.25
Blue Swimmer Crab,3.65,Clay,Borewell,Summer,41383,71.37
Cod,0.94,Clay,River,Summer,40568,75.15
Soft Shell Crab,1.2,Loamy,Canal,Winter,36535,75.59
Catfish,1.61,Sandy,Canal,Monsoon,44224,74.93
Vannamei,4.76,Clay,Canal,Winter,10772,91.61
Black Tiger Shrimp,2.03,Loamy,River,Monsoon,37237,89.13
Pangasius,2.03,Loamy,River,Monsoon,24109,70.14
Soft Shell Crab,2.82,Loamy,River,Summer,35911,74.72
Catfish,1.56,Clay,Canal,Monsoon,23342,94.09
Salmon,1.22,Clay,Borewell,Summer,17564,93.13
Black Tiger Shrimp,3.58,Clay,Canal,Winter,45513,80.39
Freshwater Prawn,3.92,Loamy,Canal,Summer,38861,90.33
