Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
28.2,8.4,4.06,15.6,45.27,1,White Spot,Lime Treatment
29.9,7.71,6.55,20.57,42.46,0,None,None
29.7,7.87,6.43,9.39,32.2,1,White Spot,Lime Treatment
25.7,8.26,6.11,20.16,45.41,0,None,None
26.0,8.0,6.74,5.29,33.5,1,White Spot,Lime Treatment
26.6,8.34,4.66,9.94,30.16,1,White Spot,Lime Treatment
24.5,7.6,6.78,14.94,25.88,1,White Spot,Lime Treatment
29.9,8.07,5.12,20.7,21.88,0,None,None
25.9,7.54,4.39,5.89,22.21,1,White Spot,Lime Treatment
28.1,7.36,6.74,15.11,10.07,1,White Spot,Lime Treatment
24.6,6.85,5.23,23.9,12.96,1,White Spot,Lime Treatment
26.3,6.92,6.42,13.09,39.46,1,White Spot,Lime Treatment
27.1,7.86,4.45,7.62,44.05,1,White Spot,Lime Treatment
27.2,7.03,5.37,14.91,53.45,1,White Spot,Lime Treatment
26.9,7.54,6.82,21.65,29.63,0,None,None
29.9,6.79,6.38,11.53,28.67,0,None,None
25.0,8.28,5.86,18.3,32.87,1,White Spot,Lime Treatment
27.6,7.41,5.2,7.82,25.67,1,White Spot,Lime Treatment
30.9,7.01,6.77,8.62,48.36,1,White Spot,Lime Treatment
24.7,6.8,4.24,15.98,27.64,1,White Spot,Lime Treatment
28.0,6.55,6.84,12.99,40.36,1,White Spot,Lime Treatment
28.9,8.23,6.03,9.45,24.08,1,White Spot,Lime Treatment
27.6,8.37,4.22,10.41,21.49,1,White Spot,Lime Treatment
25.5,8.0,4.69,10.39,41.4,0,None,None
24.2,7.67,4.87,24.87,24.63,0,None,None
30.5,6.64,4.56,22.28,55.46,1,White Spot,Lime Treatment
28.9,7.87,6.8,15.03,18.21,0,None,None
31.5,8.44,6.89,23.5,40.87,0,None,None
25.2,7.84,4.22,21.52,16.42,0,None,None
27.1,6.91,4.64,12.11,25.85,1,White Spot,Lime Treatment
31.1,8.47,6.17,11.17,42.51,0,None,None
25.9,8.49,6.86,8.39,50.57,1,White Spot,Lime Treatment
31.4,8.28,4.46,12.02,58.05,0,None,None
27.0,7.79,5.91,6.87,21.22,1,White Spot,Lime Treatment
26.7,7.66,5.89,23.98,53.45,0,None,None
24.5,7.7,4.28,24.08,30.68,0,None,None
28.3,7.71,5.04,18.75,35.54,1,White Spot,Lime Treatment
28.1,8.47,4.34,17.08,18.65,1,White Spot,Lime Treatment
25.5,7.92,6.74,21.53,42.37,0,None,None
31.4,7.56,4.59,24.98,18.0,1,White Spot,Lime Treatment
30.6,7.23,6.67,21.16,17.37,0,None,None
24.7,7.33,4.8,8.03,37.55,0,None,None
29.0,8.29,6.06,6.87,18.88,1,White Spot,Lime Treatment
29.5,7.03,6.59,23.8,48.82,0,None,None
30.2,7.64,4.83,19.67,54.1,1,White Spot,Lime Treatment
26.8,6.54,6.69,13.8,45.92,0,None,None
26.9,8.44,4.73,17.85,15.98,1,White Spot,Lime Treatment
27.7,7.64,5.22,23.69,53.37,1,White Spot,Lime Treatment
24.6,8.31,4.97,18.37,30.58,0,None,None
25.4,7.91,6.32,7.38,35.02,0,None,None
27.3,6.77,6.7,7.94,36.59,1,White Spot,Lime Treatment
24.6,6.58,4.91,23.61,47.66,0,None,None
26.4,7.02,4.47,24.83,38.14,1,White Spot,Lime Treatment
26.9,6.71,5.54,5.19,12.0,0,None,None
25.7,7.56,6.26,20.78,12.32,0,None,None
26.9,7.34,6.77,17.14,49.03,0,None,None
24.2,7.03,6.3,20.78,56.44,0,None,None
26.2,7.56,4.35,23.65,12.62,0,None,None
30.5,6.53,4.19,9.59,45.44,1,White Spot,Lime Treatment
29.3,7.22,4.91,18.65,44.06,0,None,None
32.0,8.21,5.5,12.95,43.02,0,None,None
31.4,7.81,5.7,22.92,42.25,1,White Spot,Lime Treatment
25.4,6.85,5.77,17.27,49.4,1,White Spot,Lime Treatment
27.5,6.96,5.75,21.11,57.24,1,White Spot,Lime Treatment
28.7,6.56,4.67,10.26,16.58,1,White Spot,Lime Treatment
27.5,7.71,4.33,17.97,11.91,1,White Spot,Lime Treatment
26.5,6.99,5.89,17.26,20.59,0,None,None
28.5,7.93,4.22,13.72,30.53,1,White Spot,Lime Treatment
25.4,8.23,6.01,19.13,49.5,0,None,None
25.3,8.18,4.54,21.53,57.74,1,White Spot,Lime Treatment
30.4,8.2,5.73,21.05,45.83,1,White Spot,Lime Treatment
24.5,8.18,5.19,8.5,41.71,0,None,None
31.3,7.25,5.85,20.97,52.26,0,None,None
31.4,7.77,4.25,8.48,59.81,1,White Spot,Lime Treatment
25.2,7.28,6.74,22.34,36.78,1,White Spot,Lime Treatment
26.1,7.18,5.6,5.26,54.54,1,White Spot,Lime Treatment
30.3,6.81,4.95,18.04,24.51,1,White Spot,Lime Treatment
24.3,7.8,6.25,20.01,58.89,1,White Spot,Lime Treatment
30.1,6.73,6.48,10.14,34.88,0,None,None
24.5,7.35,4.19,11.74,42.97,0,None,None
24.0,7.47,4.59,8.76,20.14,1,White Spot,Lime Treatment
24.2,7.25,6.74,19.1,35.78,0,None,None
31.3,7.64,6.61,8.23,14.73,1,White Spot,Lime Treatment
29.0,6.52,6.65,16.6,49.07,1,White Spot,Lime Treatment
28.7,7.21,4.93,18.49,20.45,1,White Spot,Lime Treatment
25.9,7.06,6.63,10.13,52.38,0,None,None
24.7,6.61,6.08,21.55,52.75,0,None,None
28.2,6.95,4.52,9.88,15.34,0,None,None
28.6,7.21,5.25,22.35,37.97,0,None,None
26.6,6.89,5.07,21.74,56.03,1,White Spot,Lime Treatment
31.7,8.29,6.12,5.23,10.6,0,None,None
28.3,7.18,4.34,12.93,25.39,1,White Spot,Lime Treatment
24.9,7.35,5.63,14.32,54.28,1,White Spot,Lime Treatment
24.8,7.65,5.57,16.53,48.06,0,None,None
28.5,7.32,6.08,21.65,51.64,0,None,None
32.0,7.0,5.59,21.55,24.66,0,None,None
26.4,7.17,6.07,23.3,58.38,1,White Spot,Lime Treatment
24.4,6.98,5.88,20.13,58.96,1,White Spot,Lime Treatment
30.4,7.05,5.75,20.53,12.82,1,White Spot,Lime Treatment
24.4,7.85,4.49,19.57,20.92,1,White Spot,Lime Treatment
29.9,7.83,6.0,10.33,28.02,1,White Spot,Lime Treatment
24.1,8.33,6.77,19.41,26.89,0,None,None
30.4,8.22,6.83,10.69,43.22,1,White Spot,Lime Treatment
28.6,8.03,4.76,20.12,13.54,0,None,None
30.3,6.57,4.24,14.47,17.95,0,None,None
26.2,7.6,6.23,5.05,47.07,0,None,None
27.2,7.62,5.36,20.57,23.69,1,White Spot,Lime Treatment
31.4,8.46,5.65,13.73,58.7,0,None,None
30.3,6.88,6.98,19.57,35.55,1,White Spot,Lime Treatment
31.7,7.35,5.44,12.74,10.13,1,White Spot,Lime Treatment
30.9,8.21,5.82,10.69,16.5,1,White Spot,Lime Treatment
26.3,7.54,6.28,11.46,54.57,0,None,None
25.2,7.86,5.52,11.2,49.71,0,None,None
28.6,6.91,6.09,17.21,28.74,1,White Spot,Lime Treatment
31.1,8.24,5.82,19.14,12.27,1,White Spot,Lime Treatment
24.2,6.72,4.78,13.53,13.27,0,None,None
24.2,7.61,4.04,7.86,10.87,0,None,None
28.6,7.74,4.97,23.84,12.92,0,None,None
24.4,7.16,4.59,11.73,45.5,0,None,None
24.1,6.71,6.61,7.22,57.88,1,White Spot,Lime Treatment
31.6,7.47,5.8,23.16,44.07,0,None,None
31.5,7.09,5.26,7.06,20.93,1,White Spot,Lime Treatment
31.1,8.11,6.61,7.0,19.84,0,None,None
30.1,7.93,6.51,13.83,45.92,0,None,None
25.7,6.74,6.08,17.78,27.26,1,White Spot,Lime Treatment
28.4,8.45,4.46,13.63,56.19,0,None,None
30.4,7.01,6.27,12.48,25.55,1,White Spot,Lime Treatment
30.1,7.65,6.33,5.15,53.74,0,None,None
29.8,8.23,4.3,6.0,33.9,1,White Spot,Lime Treatment
27.1,8.04,5.3,5.99,41.59,1,White Spot,Lime Treatment
30.0,6.77,4.17,9.57,14.23,1,White Spot,Lime Treatment
31.9,7.08,4.91,13.62,10.92,1,White Spot,Lime Treatment
24.8,7.5,4.72,22.03,50.91,0,None,None
29.1,7.45,4.78,20.8,40.56,0,None,None
31.3,6.86,5.11,7.05,14.99,0,None,None
24.2,7.5,6.47,17.12,15.65,1,White Spot,Lime Treatment
24.6,6.73,4.98,11.16,54.29,1,White Spot,Lime Treatment
31.7,6.63,6.3,24.8,14.39,1,White Spot,Lime Treatment
30.3,7.5,6.89,10.91,31.35,1,White Spot,Lime Treatment
26.1,7.77,5.42,5.16,36.8,1,White Spot,Lime Treatment
31.6,7.07,5.43,24.46,46.79,1,White Spot,Lime Treatment
26.6,8.35,6.08,5.04,30.87,0,None,None
26.4,7.13,4.54,15.96,20.25,1,White Spot,Lime Treatment
27.7,7.19,4.12,9.58,48.19,0,None,None
25.4,8.09,6.8,7.44,16.06,0,None,None
26.5,7.11,4.33,21.17,21.04,0,None,None
27.2,8.28,4.44,23.66,28.01,1,White Spot,Lime Treatment
31.9,6.78,4.27,16.07,48.35,0,None,None
30.1,6.82,4.02,13.68,38.5,0,None,None
25.6,7.23,4.7,14.33,48.8,0,None,None
25.4,6.95,5.48,18.46,22.38,0,None,None
26.1,7.74,5.62,5.28,52.07,1,White Spot,Lime Treatment
25.4,6.8,4.69,24.17,16.75,0,None,None
29.1,8.07,5.42,22.34,28.86,1,White Spot,Lime Treatment
30.6,6.73,4.87,20.53,45.6,0,None,None
28.8,8.22,5.93,20.6,35.04,0,None,None
26.3,7.01,5.04,18.6,28.28,1,White Spot,Lime Treatment
26.2,7.32,5.28,22.01,20.09,1,White Spot,Lime Treatment
31.0,6.85,6.7,20.57,16.62,0,None,None
29.6,7.85,5.41,23.13,15.38,1,White Spot,Lime Treatment
27.7,8.0,5.24,10.62,28.7,0,None,None
29.5,6.71,6.85,6.75,58.08,1,White Spot,Lime Treatment
29.1,7.3,5.72,21.9,14.04,1,White Spot,Lime Treatment
26.7,7.03,5.11,18.09,35.13,0,None,None
31.5,6.74,5.09,23.81,17.15,1,White Spot,Lime Treatment
25.4,7.68,5.31,18.88,44.95,1,White Spot,Lime Treatment
30.5,7.47,6.83,14.72,52.79,0,None,None
25.1,7.82,5.61,14.38,15.2,1,White Spot,Lime Treatment
26.5,6.55,6.88,11.27,29.76,1,White Spot,Lime Treatment
24.8,7.18,6.79,16.59,22.6,1,White Spot,Lime Treatment
25.2,7.92,6.63,5.26,25.69,0,None,None
31.8,7.02,5.72,19.39,41.2,0,None,None
24.6,7.94,4.95,7.36,48.14,1,White Spot,Lime Treatment
28.0,7.23,6.72,21.54,25.53,1,White Spot,Lime Treatment
28.2,7.2,6.28,18.23,56.83,0,None,None
30.3,7.21,4.63,16.77,29.87,0,None,None
25.3,7.21,5.86,19.59,14.97,0,None,None
25.1,7.83,5.96,14.93,49.83,1,White Spot,Lime Treatment
29.3,6.74,4.31,24.8,46.43,0,None,None
29.7,7.91,4.63,20.0,15.82,1,White Spot,Lime Treatment
26.5,7.86,5.29,18.77,51.63,1,White Spot,Lime Treatment
31.7,6.54,6.74,19.49,34.93,1,White Spot,Lime Treatment
24.2,8.38,5.11,18.97,38.12,1,White Spot,Lime Treatment
25.5,6.95,6.58,13.07,43.3,0,None,None
24.5,7.62,5.29,18.42,51.97,0,None,None
26.1,7.24,4.11,18.0,56.33,0,None,None
28.4,6.97,5.68,6.42,53.94,0,None,None
28.7,6.96,5.56,21.92,14.86,0,None,None
31.7,7.99,6.12,10.22,46.97,0,None,None
27.9,7.76,6.37,17.87,16.89,1,White Spot,Lime Treatment
27.2,7.52,4.86,14.12,46.99,1,White Spot,Lime Treatment
29.0,7.2,4.03,23.66,56.76,1,White Spot,Lime Treatment
29.0,6.92,6.69,24.92,16.87,0,None,None
26.7,6.69,4.5,20.74,44.02,1,White Spot,Lime Treatment
28.3,7.87,5.15,21.79,56.68,1,White Spot,Lime Treatment
29.3,7.23,5.47,11.84,44.1,0,None,None
31.6,8.43,5.98,20.4,57.23,1,White Spot,Lime Treatment
28.2,8.36,6.71,11.15,45.85,1,White Spot,Lime Treatment
30.4,8.02,6.73,8.4,47.49,0,None,None
26.9,6.95,6.18,7.95,18.55,0,None,None
25.8,8.18,4.17,9.36,54.6,0,None,None
25.3,7.24,6.52,23.84,25.65,0,None,None
24.4,7.06,5.03,16.48,24.39,0,None,None
29.7,8.13,5.84,11.09,14.56,1,White Spot,Lime Treatment
24.8,8.46,5.76,17.15,37.6,1,White Spot,Lime Treatment
28.2,8.26,5.38,14.71,53.74,1,White Spot,Lime Treatment
24.4,8.4,6.4,15.83,51.19,1,White Spot,Lime Treatment
24.5,7.58,6.58,13.08,18.84,1,White Spot,Lime Treatment
25.8,7.63,6.93,7.6,52.17,0,None,None
31.7,6.77,6.8,13.69,20.29,0,None,None
27.9,7.22,4.39,7.67,21.04,1,White Spot,Lime Treatment
30.8,7.26,6.36,20.29,10.05,1,White Spot,Lime Treatment
27.5,7.46,4.08,11.47,33.92,0,None,None
30.4,8.35,5.22,6.16,44.61,1,White Spot,Lime Treatment
26.1,7.58,6.99,5.54,54.86,1,White Spot,Lime Treatment
31.4,7.88,4.8,15.63,38.02,1,White Spot,Lime Treatment
29.6,7.84,5.84,12.53,20.06,1,White Spot,Lime Treatment
31.4,6.64,4.29,9.2,53.76,1,White Spot,Lime Treatment
29.2,7.71,5.29,19.02,57.3,1,White Spot,Lime Treatment
27.7,7.61,4.11,10.87,25.49,1,White Spot,Lime Treatment
25.2,7.52,6.94,8.44,42.95,0,None,None
30.1,6.73,5.62,14.21,43.45,0,None,None
30.4,7.84,6.57,18.75,12.59,0,None,None
27.9,7.15,6.97,10.78,36.95,0,None,None
28.8,8.4,5.29,6.25,14.09,0,None,None
26.9,7.79,5.65,16.19,41.32,1,White Spot,Lime Treatment
26.2,6.62,4.97,9.79,33.68,1,White Spot,Lime Treatment
27.8,7.65,5.04,8.54,24.56,1,White Spot,Lime Treatment
28.5,6.61,4.02,13.67,27.3,1,White Spot,Lime Treatment
30.8,8.0,6.05,23.45,33.66,1,White Spot,Lime Treatment
25.8,7.78,6.27,12.4,16.32,1,White Spot,Lime Treatment
26.0,7.13,4.51,6.9,29.18,0,None,None
31.2,7.63,5.76,15.04,18.4,1,White Spot,Lime Treatment
31.7,7.96,4.6,5.12,24.95,0,None,None
29.0,7.28,5.91,24.52,57.55,0,None,None
27.2,8.26,5.3,18.87,12.31,1,White Spot,Lime Treatment
27.3,6.7,6.07,9.64,35.92,0,None,None
28.9,7.06,4.07,18.74,33.58,0,None,None
30.4,6.91,5.55,21.24,33.64,0,None,None
28.6,7.34,4.98,13.94,34.42,1,White Spot,Lime Treatment
27.0,7.66,5.39,15.18,41.42,1,White Spot,Lime Treatment
26.5,8.32,6.58,15.37,10.79,1,White Spot,Lime Treatment
26.5,7.87,4.91,15.26,13.82,0,None,None
27.1,7.77,5.86,8.76,12.39,1,White Spot,Lime Treatment
26.3,8.44,6.76,24.15,22.53,1,White Spot,Lime Treatment
31.4,8.36,4.79,13.34,59.64,0,None,None
26.9,7.76,6.77,18.16,17.37,1,White Spot,Lime Treatment
30.8,6.67,5.46,12.54,59.29,1,White Spot,Lime Treatment
26.9,8.39,6.12,12.35,40.11,1,White Spot,Lime Treatment
25.8,8.05,6.8,7.56,31.13,1,White Spot,Lime Treatment
24.0,8.32,5.49,9.06,59.95,1,White Spot,Lime Treatment
27.5,6.63,5.02,14.8,59.58,0,None,None
28.8,7.62,6.23,6.52,16.82,0,None,None
28.4,6.55,5.2,21.38,59.71,1,White Spot,Lime Treatment
29.0,8.0,6.6,14.79,44.49,1,White Spot,Lime Treatment
24.4,6.69,4.42,15.19,25.65,0,None,None
28.7,7.43,5.12,13.23,54.45,0,None,None
30.3,7.65,6.57,7.66,18.75,1,White Spot,Lime Treatment
26.4,6.51,5.9,22.39,52.94,1,White Spot,Lime Treatment
28.1,8.44,4.2,17.54,45.53,1,White Spot,Lime Treatment
31.7,7.48,6.48,10.5,18.3,0,None,None
27.2,7.54,5.51,16.99,58.26,1,White Spot,Lime Treatment
31.6,7.05,6.7,8.15,58.61,1,White Spot,Lime Treatment
26.0,8.19,5.77,12.41,33.55,1,White Spot,Lime Treatment
30.5,6.56,6.69,15.7,40.83,1,White Spot,Lime Treatment
25.5,7.13,6.51,15.74,48.08,0,None,None
31.7,6.75,4.82,16.41,28.7,1,White Spot,Lime Treatment
29.2,8.42,6.43,18.87,35.22,1,White Spot,Lime Treatment
24.9,6.68,4.51,19.62,20.17,1,White Spot,Lime Treatment
28.1,8.04,5.41,17.61,16.6,0,None,None
24.0,7.73,6.58,13.43,59.49,1,White Spot,Lime Treatment
25.9,7.93,6.24,12.17,30.64,1,White Spot,Lime Treatment
29.5,7.85,5.85,24.19,47.83,1,White Spot,Lime Treatment
26.2,8.03,4.37,21.57,17.01,0,None,None
31.1,6.78,5.99,15.56,25.16,1,White Spot,Lime Treatment
29.7,6.57,6.92,22.29,17.86,1,White Spot,Lime Treatment
25.4,6.8,6.61,6.53,35.51,0,None,None
24.1,7.84,5.45,7.13,22.1,1,White Spot,Lime Treatment
27.7,7.23,5.34,12.2,57.98,1,White Spot,Lime Treatment
29.2,7.09,4.06,22.02,32.78,0,None,None
28.4,7.33,6.49,10.16,49.54,1,White Spot,Lime Treatment
26.4,8.03,5.78,11.1,57.04,0,None,None
30.7,8.47,5.82,7.4,53.54,0,None,None
26.1,8.31,5.65,18.6,49.63,0,None,None
26.5,6.81,6.71,14.48,38.07,1,White Spot,Lime Treatment
28.4,8.4,5.11,19.42,22.48,0,None,None
26.4,7.9,6.13,24.46,12.73,1,White Spot,Lime Treatment
31.8,7.29,4.15,15.85,21.53,1,White Spot,Lime Treatment
27.2,7.19,6.7,24.12,59.21,0,None,None
28.8,7.36,6.93,19.81,22.73,1,White Spot,Lime Treatment
29.1,8.02,4.95,18.73,22.31,0,None,None
26.6,6.65,4.37,6.42,54.97,1,White Spot,Lime Treatment
30.8,7.58,6.43,20.4,10.84,0,None,None
28.0,7.14,4.53,6.51,12.3,0,None,None
26.6,6.77,4.39,15.2,32.23,0,None,None
28.8,6.59,4.72,15.49,59.53,0,None,None
28.0,6.94,4.45,5.57,39.85,1,White Spot,Lime Treatment
25.7,8.34,4.17,5.22,19.35,0,None,None
31.8,7.28,6.16,9.03,43.75,1,White Spot,Lime Treatment
24.6,7.02,4.63,16.52,40.66,0,None,None
24.8,6.76,4.52,14.27,30.89,1,White Spot,Lime Treatment
31.3,7.91,6.57,24.49,35.85,1,White Spot,Lime Treatment
31.3,8.21,5.26,19.24,51.19,1,White Spot,Lime Treatment
31.7,7.24,5.19,18.18,12.19,1,White Spot,Lime Treatment
26.8,8.23,6.94,9.81,54.18,0,None,None
25.7,8.18,6.97,13.53,20.76,0,None,None
25.4,7.86,4.13,10.71,27.95,0,None,None
28.4,8.09,4.1,11.15,12.22,0,None,None
30.1,7.85,6.19,19.55,46.0,1,White Spot,Lime Treatment
28.9,6.8,5.03,8.34,10.07,0,None,None
27.5,7.7,6.31,13.45,16.9,1,White Spot,Lime Treatment
27.7,8.31,6.35,9.62,20.65,0,None,None
26.4,7.08,6.64,20.06,23.76,1,White Spot,Lime Treatment
30.6,8.35,6.25,5.96,36.17,0,None,None
31.7,7.69,4.05,7.73,46.02,0,None,None
30.0,7.05,5.24,16.24,41.21,1,White Spot,Lime Treatment
28.3,6.73,6.63,16.86,52.44,1,White Spot,Lime Treatment
30.3,7.47,5.8,16.64,26.55,0,None,None
29.6,7.83,6.94,11.27,52.33,0,None,None
29.2,6.62,6.27,8.12,24.44,1,White Spot,Lime Treatment
30.0,7.87,4.25,20.34,18.32,1,White Spot,Lime Treatment
26.9,7.65,4.04,15.69,35.52,0,None,None
29.2,8.49,5.42,16.96,23.35,0,None,None
29.8,8.3,6.95,7.61,27.5,0,None,None
31.8,7.42,6.38,21.65,14.48,1,White Spot,Lime Treatment
31.8,7.49,4.12,21.45,36.08,0,None,None
26.3,7.56,6.04,16.13,53.2,0,None,None
29.7,8.2,6.05,20.58,44.24,0,None,None
28.0,7.02,5.69,6.24,29.01,1,White Spot,Lime Treatment
29.2,7.02,6.77,10.41,53.33,1,White Spot,Lime Treatment
31.8,7.76,6.1,15.7,11.53,1,White Spot,Lime Treatment
31.9,7.56,5.72,14.68,41.33,1,White Spot,Lime Treatment
26.2,8.15,4.44,22.16,43.92,0,None,None
29.8,7.68,6.23,14.28,11.37,0,None,None
26.3,6.63,5.1,19.41,31.51,1,White Spot,Lime Treatment
30.7,8.13,6.67,22.75,31.0,1,White Spot,Lime Treatment
24.5,8.02,6.72,19.51,53.81,1,White Spot,Lime Treatment
27.9,8.14,6.22,19.26,53.44,0,None,None
29.5,7.68,4.28,10.7,35.92,0,None,None
29.1,7.95,6.52,23.26,23.87,0,None,None
29.9,7.47,6.07,8.01,18.03,1,White Spot,Lime Treatment
28.7,8.13,5.71,17.86,47.19,0,None,None
25.1,7.0,4.09,16.67,54.74,1,White Spot,Lime Treatment
30.1,8.0,6.8,22.34,28.95,1,White Spot,Lime Treatment
25.3,6.93,4.14,19.68,40.29,0,None,None
30.0,7.96,6.92,10.51,18.25,1,White Spot,Lime Treatment
30.4,6.81,6.21,22.18,49.46,1,White Spot,Lime Treatment
29.1,6.61,6.05,10.02,33.24,0,None,None
25.8,6.87,6.07,8.49,51.44,0,None,None
24.9,8.27,5.65,21.0,50.12,0,None,None
28.0,6.86,4.23,20.59,15.48,0,None,None
31.8,8.41,5.36,19.71,19.6,0,None,None
24.9,7.64,4.56,21.71,53.6,1,White Spot,Lime Treatment
26.8,7.54,5.0,7.1,50.34,1,White Spot,Lime Treatment
29.8,7.09,4.07,7.87,24.74,0,None,None
26.4,6.71,6.4,16.49,45.65,1,White Spot,Lime Treatment
29.0,8.06,6.53,21.11,20.13,0,None,None
24.0,6.63,6.55,25.0,53.83,1,White Spot,Lime Treatment
24.9,8.37,5.7,19.98,31.31,0,None,None
24.6,8.34,5.66,17.54,18.05,0,None,None
27.2,7.08,5.97,20.67,29.25,0,None,None
30.6,8.37,5.46,15.56,29.83,1,White Spot,Lime Treatment
27.8,6.78,4.5,19.64,42.7,0,None,None
24.4,8.21,6.26,19.11,56.38,1,White Spot,Lime Treatment
29.9,8.06,4.89,18.43,34.83,1,White Spot,Lime Treatment
26.2,7.51,4.87,10.07,57.42,1,White Spot,Lime Treatment
26.5,6.81,6.85,22.38,32.59,1,White Spot,Lime Treatment
30.0,7.9,6.52,20.08,19.81,0,None,None
31.7,7.47,4.18,13.37,59.88,1,White Spot,Lime Treatment
26.3,7.15,5.94,23.77,21.39,1,White Spot,Lime Treatment
24.4,7.92,5.44,8.88,39.52,1,White Spot,Lime Treatment
30.4,6.51,4.39,17.15,36.41,1,White Spot,Lime Treatment
27.9,7.53,5.27,17.98,33.97,0,None,None
29.6,6.81,6.16,13.09,33.32,1,White Spot,Lime Treatment
28.4,7.54,4.02,20.53,22.68,1,White Spot,Lime Treatment
25.1,7.92,6.22,6.21,28.21,1,White Spot,Lime Treatment
28.4,7.53,4.45,24.14,23.58,1,White Spot,Lime Treatment
24.8,7.78,4.49,19.63,51.53,1,White Spot,Lime Treatment
27.9,7.63,6.85,20.97,31.31,0,None,None
31.2,7.57,4.21,6.16,34.12,1,White Spot,Lime Treatment
24.3,7.65,4.71,22.53,29.68,0,None,None
26.7,7.6,4.49,6.47,47.89,1,White Spot,Lime Treatment
31.4,8.31,4.65,24.54,35.86,1,White Spot,Lime Treatment
31.5,7.16,5.1,24.61,11.88,0,None,None
24.4,8.45,5.0,11.41,49.59,1,White Spot,Lime Treatment
26.9,6.93,4.37,10.74,57.95,1,White Spot,Lime Treatment
26.1,6.77,6.04,7.0,19.54,1,White Spot,Lime Treatment
24.5,8.36,5.1,5.46,35.33,0,None,None
30.2,7.56,4.88,9.92,42.08,1,White Spot,Lime Treatment
25.3,8.05,4.99,12.84,49.91,1,White Spot,Lime Treatment
28.6,7.03,4.78,23.85,15.8,1,White Spot,Lime Treatment
26.3,7.02,6.98,5.46,31.52,0,None,None
31.3,7.46,5.78,19.6,11.59,0,None,None
27.1,6.62,6.02,17.83,34.48,1,White Spot,Lime Treatment
28.8,7.8,4.14,14.53,38.22,1,White Spot,Lime Treatment
24.9,7.21,6.6,12.41,40.82,0,None,None
26.0,6.93,4.06,12.42,33.75,0,None,None
30.2,8.26,6.93,11.38,26.13,0,None,None
30.0,7.81,4.26,7.07,44.47,1,White Spot,Lime Treatment
26.5,6.79,6.36,18.95,40.66,1,White Spot,Lime Treatment
30.0,6.69,6.67,21.48,19.9,0,None,None
28.9,7.92,4.35,19.31,21.34,0,None,None
30.8,7.15,4.47,18.69,53.01,1,White Spot,Lime Treatment
30.0,8.36,5.77,23.95,48.73,1,White Spot,Lime Treatment
29.2,7.58,4.71,22.41,57.58,1,White Spot,Lime Treatment
25.0,7.71,6.82,7.73,22.37,1,White Spot,Lime Treatment
26.8,7.11,5.35,21.56,53.18,0,None,None
29.8,7.5,4.94,17.15,21.58,0,None,None
30.5,7.46,4.88,21.13,45.64,1,White Spot,Lime Treatment
31.0,7.15,6.61,7.23,21.86,1,White Spot,Lime Treatment
27.3,7.37,5.67,22.68,20.52,1,White Spot,Lime Treatment
27.7,7.6,6.46,16.02,46.13,1,White Spot,Lime Treatment
27.4,7.14,4.64,19.59,19.35,1,White Spot,Lime Treatment
26.6,6.81,4.77,14.84,54.44,1,White Spot,Lime Treatment
31.2,6.94,6.94,14.11,42.56,0,None,None
28.7,7.97,4.73,9.68,55.55,1,White Spot,Lime Treatment
26.0,8.17,5.32,22.59,46.12,0,None,None
28.4,8.45,6.69,15.03,31.9,1,White Spot,Lime Treatment
25.3,7.2,6.92,22.1,23.94,0,None,None
27.1,6.78,5.76,12.7,46.94,0,None,None
29.3,6.78,4.14,9.63,15.99,0,None,None
28.2,6.61,5.31,10.72,21.21,1,White Spot,Lime Treatment
26.5,7.31,5.81,13.3,58.46,0,None,None
28.7,6.6,6.36,23.59,15.56,1,White Spot,Lime Treatment
27.9,7.45,6.07,23.97,11.46,1,White Spot,Lime Treatment
24.8,8.46,4.09,13.26,15.5,0,None,None
26.4,8.14,4.16,16.39,45.77,0,None,None
25.3,6.6,5.87,21.52,35.61,1,White Spot,Lime Treatment
31.2,7.05,5.66,14.22,57.85,0,None,None
26.6,6.72,4.27,20.38,17.9,0,None,None
29.9,8.01,5.88,10.44,43.01,0,None,None
31.2,8.07,5.42,17.09,38.55,1,White Spot,Lime Treatment
30.3,6.63,6.4,17.03,54.21,0,None,None
26.5,8.2,6.27,20.14,48.15,0,None,None
27.6,7.74,5.0,14.14,18.7,0,None,None
28.0,8.11,4.36,20.84,37.98,1,White Spot,Lime Treatment
25.1,7.28,4.82,7.05,26.86,0,None,None
28.2,7.77,5.52,20.26,16.72,1,White Spot,Lime Treatment
30.6,8.25,6.17,17.29,30.88,1,White Spot,Lime Treatment
31.1,6.86,4.04,9.4,34.52,1,White Spot,Lime Treatment
31.5,6.61,4.08,14.35,18.54,0,None,None
28.5,7.27,6.84,12.04,27.79,1,White Spot,Lime Treatment
25.5,7.95,5.43,7.39,24.87,1,White Spot,Lime Treatment
30.3,7.85,6.59,20.74,23.01,0,None,None
30.6,8.12,6.41,16.07,21.83,0,None,None
31.5,7.71,5.06,24.17,45.9,1,White Spot,Lime Treatment
29.3,7.06,6.8,24.18,35.09,0,None,None
27.8,8.42,6.17,14.56,11.55,0,None,None
30.5,7.5,6.36,21.62,44.8,0,None,None
26.9,6.73,5.06,19.43,35.19,0,None,None
27.9,7.85,6.44,20.21,41.91,0,None,None
25.2,8.19,5.33,24.19,44.94,0,None,None
