Species,Pond_Area,Feed_Used,Culture_Days,Expected_Yield
Tuna,4.8,775,135,2.84
Rohu,1.3,3612,139,5.73
Tilapia,3.9,955,179,7.33
Blue Swimmer Crab,4.8,3891,136,2.25
Pangasius,4.2,3588,176,9.99
Snow Crab,3.0,2058,178,5.48
Trout,2.6,3977,171,6.18
Grouper,3.2,2243,161,2.27
Tilapia,3.1,3843,110,2.08
Snapper,4.5,2550,111,9.04
Snow Crab,2.6,827,136,3.49
Trout,4.6,556,169,6.72
Tilapia,5.0,3054,109,9.96
Carp,2.7,4182,114,5.43
Pangasius,3.9,1306,132,5.32
Milkfish,3.5,2630,166,4.13
Whiteleg Shrimp,5.0,2715,164,4.2
Milkfish,3.7,1587,173,5.94
Snapper,1.9,1464,145,4.95
Vannamei,4.1,4937,114,6.84
Black Tiger Shrimp,4.4,2356,110,4.84
King Prawn,3.4,4331,109,2.17
Carp,3.3,2507,153,9.38
Seabass,4.4,3800,90,7.4
King Prawn,4.2,4592,116,3.71
Banana Prawn,1.5,836,147,4.79
Salmon,1.7,1241,136,6.12
King Prawn,2.0,4609,117,5.67
Trout,2.2,1252,138,2.59
Trout,4.0,1420,178,8.25
Banana Prawn,4.7,1955,142,3.19
Black Tiger Shrimp,0.6,1871,130,7.85
Mud Crab,3.1,4792,149,4.87
Freshwater Prawn,0.9,4796,104,8.82
Carp,2.3,1799,174,3.78
Blue Swimmer Crab,4.0,1616,93,7.42
Trout,3.2,3792,126,2.34
Banana Prawn,4.0,1133,99,6.78
King Crab,2.6,887,138,4.25
Banana Prawn,1.8,4760,126,6.14
Barramundi,3.1,3696,140,6.25
King Prawn,4.6,1826,147,7.48
Whiteleg Shrimp,4.4,4664,156,4.92
Catfish,2.3,1451,175,6.57
Salmon,4.5,2030,169,5.89
Soft Shell Crab,4.5,789,116,8.67
Tiger Prawn,4.3,2435,94,2.62
Barramundi,1.0,831,163,2.52
Cod,4.6,604,148,7.65
Tuna,3.8,4503,126,2.67
Cod,4.4,3774,140,6.28
Tilapia,3.3,4426,105,3.61
Banana Prawn,1.8,2835,94,9.04
Tiger Prawn,4.1,4473,168,9.51
Cod,2.0,2387,164,2.85
Seabass,4.8,3779,160,4.07
Grouper,3.3,2220,123,2.18
Tiger Prawn,3.5,971,156,8.31
Snapper,2.0,1063,112,7.91
Milkfish,3.7,614,106,6.03
Tiger Prawn,4.0,4167,175,4.97
Vannamei,4.5,608,169,2.9
King Prawn,0.9,4686,154,6.51
Grouper,3.2,4338,102,7.86
Freshwater Prawn,2.6,4506,128,6.5
King Crab,4.5,4343,120,9.92
King Crab,4.8,1382,129,3.58
Mud Crab,4.0,2042,177,6.28
Vannamei,4.3,3523,105,2.08
Tilapia,2.7,1424,107,6.17
Mud Crab,4.3,2606,136,5.53
Cod,1.7,3079,172,4.94
Grouper,0.7,2449,133,5.34
Salmon,1.2,3458,174,8.39
Salmon,2.7,4233,97,7.5
Barramundi,2.5,1326,93,5.73
King Crab,3.3,3297,98,2.82
Pangasius,2.0,756,113,2.01
Trout,0.7,1432,162,6.41
Milkfish,2.5,3863,130,2.7
Barramundi,2.9,4869,130,6.68
Seabass,3.4,2980,130,4.82
Mud Crab,1.5,4024,120,2.61
Rohu,1.0,3089,179,3.09
Tiger Prawn,0.8,3171,171,2.01
Catfish,4.2,4303,111,9.03
Seabass,1.8,2662,179,2.94
Black Tiger Shrimp,4.0,3006,161,4.07
Pangasius,1.6,901,103,5.88
Snapper,3.4,1387,160,9.06
Freshwater Prawn,3.0,2802,90,8.58
Snapper,4.7,3941,147,9.83
Tiger Prawn,2.4,2250,178,7.97
Milkfish,4.5,2992,106,9.46
Rohu,2.4,655,143,4.65
King Prawn,2.4,829,142,5.95
Tuna,0.8,2764,175,3.11
Banana Prawn,2.2,1464,154,7.67
Tiger Prawn,2.2,3658,162,3.41
Snow Crab,4.4,2135,138,8.3
Rohu,3.6,3422,132,6.16
Tilapia,1.3,2508,150,5.95
Black Tiger Shrimp,0.6,2140,140,9.76
Cod,4.1,1949,113,8.47
Freshwater Prawn,3.1,4974,93,8.12
Tiger Prawn,4.1,1719,145,4.06
Freshwater Prawn,2.8,2949,173,2.4
Snapper,1.9,2326,93,6.75
Tilapia,4.7,4090,134,2.36
Snapper,4.6,4859,164,9.62
Soft Shell Crab,2.2,1728,92,4.97
Snow Crab,4.8,2591,175,5.6
Trout,2.7,2895,152,5.95
Mud Crab,2.4,3455,121,2.72
Seabass,4.6,4781,167,6.88
Carp,3.1,1374,125,7.31
Tilapia,2.2,3029,94,3.85
Whiteleg Shrimp,0.9,1887,107,8.38
Soft Shell Crab,1.5,4733,148,2.72
Black Tiger Shrimp,2.1,1262,139,2.3
Banana Prawn,1.5,4456,127,7.34
Grouper,1.4,1138,169,2.61
King Crab,3.2,3257,176,9.64
Whiteleg Shrimp,4.6,4335,133,6.56
Barramundi,0.5,2423,178,3.41
Rohu,3.8,4145,119,5.65
Tilapia,0.8,3764,130,3.54
Grouper,2.4,1443,129,6.25
Carp,2.0,2397,96,7.06
Tuna,3.3,1205,103,2.05
Catfish,0.6,2154,124,4.42
Tilapia,1.9,4621,166,8.51
Rohu,4.2,4819,133,8.97
Snow Crab,1.3,3953,97,4.25
Whiteleg Shrimp,1.5,522,162,5.03
Black Tiger Shrimp,1.1,1169,121,6.86
Freshwater Prawn,4.3,3612,95,7.16
King Prawn,2.3,3966,152,4.78
Salmon,2.1,1226,118,8.46
Soft Shell Crab,1.5,905,178,5.4
Mud Crab,3.8,4912,145,8.88
Catfish,2.0,2663,115,4.87
Dungeness Crab,2.2,4869,96,2.88
Carp,3.3,1705,177,5.25
Mud Crab,0.7,1295,93,4.45
Salmon,4.4,1042,156,2.13
Soft Shell Crab,4.0,1455,178,6.4
Whiteleg Shrimp,3.1,3026,104,6.74
Soft Shell Crab,3.4,3229,145,7.51
Barramundi,4.1,1438,179,4.72
Blue Swimmer Crab,3.6,3538,176,9.65
Freshwater Prawn,1.2,4674,134,5.45
Rohu,0.7,2579,159,4.85
King Crab,1.8,873,176,9.77
Carp,1.0,3109,131,9.17
Banana Prawn,2.5,1648,101,7.46
Grouper,2.5,1375,111,2.07
King Crab,2.8,880,105,6.79
Milkfish,4.3,3506,117,4.1
Mud Crab,0.6,1797,157,9.34
Banana Prawn,3.5,638,144,2.29
Catfish,3.7,2013,100,5.99
Pangasius,1.5,2958,140,5.63
Whiteleg Shrimp,4.2,859,135,4.29
Mud Crab,3.0,4014,160,8.65
Vannamei,4.4,603,153,6.67
Vannamei,1.4,4106,129,3.81
Barramundi,1.7,4796,150,5.18
King Prawn,1.2,1099,143,9.4
Rohu,2.5,4036,118,2.8
Tiger Prawn,1.9,1776,94,4.26
King Prawn,2.4,4860,162,2.59
Barramundi,4.9,550,97,5.25
Pangasius,3.0,4875,150,6.96
Cod,3.3,3509,115,8.89
Dungeness Crab,1.8,1444,118,5.53
Mud Crab,1.6,4670,169,6.04
Carp,4.5,985,133,5.23
Rohu,2.8,2304,177,5.53
Tiger Prawn,3.8,1432,91,8.07
Salmon,1.6,2198,121,5.28
Salmon,4.3,3056,180,8.54
Black Tiger Shrimp,1.9,931,158,7.15
Milkfish,3.7,2542,131,8.63
Barramundi,1.2,4160,97,3.0
Vannamei,3.1,4402,162,5.73
King Crab,3.5,1350,153,7.51
Black Tiger Shrimp,1.8,968,109,9.61
King Crab,3.7,573,174,5.18
Dungeness Crab,2.1,3769,112,3.3
Snapper,2.0,704,106,2.87
Mud Crab,2.4,4030,126,8.28
Barramundi,2.7,3865,180,7.02
Snapper,3.3,2022,149,7.92
Blue Swimmer Crab,2.1,3073,93,2.15
King Prawn,2.6,4640,134,4.49
Rohu,4.7,2128,125,6.14
Snow Crab,3.4,2634,155,8.0
Blue Swimmer Crab,3.3,4971,174,5.51
Whiteleg Shrimp,2.7,3315,114,6.45
Cod,0.7,3983,107,2.57
Snow Crab,1.8,4056,137,3.38
Seabass,4.3,2809,159,9.06
Pangasius,2.9,2253,129,4.77
Whiteleg Shrimp,1.2,3998,158,2.25
Tuna,2.8,3216,116,7.3
Soft Shell Crab,2.1,1526,111,3.6
Pangasius,2.5,2050,124,3.8
Whiteleg Shrimp,2.0,2995,144,3.3
King Prawn,2.9,4103,137,5.25
Banana Prawn,2.0,1958,135,7.64
Catfish,3.9,2157,176,4.73
Grouper,4.4,1003,144,6.51
Blue Swimmer Crab,3.9,2156,164,6.1
Tiger Prawn,1.2,1018,96,8.71
Vannamei,3.1,1939,143,2.29
Mud Crab,4.1,3538,146,6.57
Carp,2.8,878,130,2.79
Rohu,1.2,2371,143,8.71
Tiger Prawn,1.9,1526,109,6.57
Tiger Prawn,0.5,1048,110,3.8
Grouper,4.7,2593,96,6.75
Snapper,1.8,4981,139,4.0
Blue Swimmer Crab,3.5,2953,159,3.51
Seabass,2.1,1833,143,2.76
Rohu,3.1,1627,136,3.25
Mud Crab,0.5,4211,175,6.78
Tuna,1.7,4586,166,6.57
Rohu,3.2,1372,114,7.24
Cod,3.3,2011,142,5.31
Carp,3.1,1847,170,9.47
Mud Crab,1.1,3091,106,3.86
Dungeness Crab,2.3,4403,144,7.44
Vannamei,3.1,2762,167,2.02
Grouper,2.5,2321,164,7.5
Grouper,1.9,657,131,8.34
Cod,1.2,1984,116,6.2
Grouper,0.8,4609,165,8.42
Banana Prawn,4.7,3865,108,7.92
Whiteleg Shrimp,1.1,1999,101,4.17
Dungeness Crab,1.1,2895,99,4.58
Carp,1.7,2664,129,2.05
Milkfish,3.7,2084,134,5.9
Catfish,3.7,2669,172,7.1
Tiger Prawn,3.5,4542,112,9.83
Tiger Prawn,3.0,1392,135,2.47
Tiger Prawn,3.3,1947,91,5.53
Freshwater Prawn,3.2,3210,128,2.26
Black Tiger Shrimp,2.4,1103,121,4.86
Cod,2.5,653,132,6.23
Tilapia,1.3,4187,168,8.1
Rohu,1.4,889,124,4.36
Tilapia,3.9,4475,152,3.07
Snapper,4.9,4651,107,4.53
Catfish,2.4,1661,171,3.47
Milkfish,4.5,3705,164,7.3
Seabass,2.0,3365,156,2.21
Tiger Prawn,1.5,3037,179,2.39
Carp,0.5,2976,120,8.31
Snow Crab,3.2,2822,94,6.56
Milkfish,4.7,2436,131,2.5
Freshwater Prawn,3.0,1642,151,5.91
King Crab,5.0,1869,137,5.96
Tuna,3.2,4486,143,3.61
Banana Prawn,3.8,1896,178,6.36
Vannamei,2.5,1971,151,7.9
Salmon,3.4,571,105,3.81
Blue Swimmer Crab,3.6,4333,160,8.07
King Crab,0.5,575,179,7.35
Freshwater Prawn,2.0,2706,152,6.22
Cod,1.4,4399,127,8.09
Snow Crab,3.6,4649,179,9.45
Mud Crab,3.3,3464,144,4.63
Vannamei,2.6,799,137,2.91
Tilapia,4.9,4835,169,6.24
Tilapia,0.9,4515,162,7.82
Carp,1.8,4773,98,2.0
Freshwater Prawn,4.4,2021,90,3.08
Mud Crab,4.8,4493,91,2.56
Mud Crab,1.5,2079,98,8.29
Whiteleg Shrimp,2.8,4562,129,4.24
Banana Prawn,3.5,2525,166,6.23
Seabass,1.4,1389,169,3.2
Soft Shell Crab,4.8,2799,180,8.1
King Crab,0.8,2504,157,5.67
Pangasius,0.7,4078,111,8.72
Vannamei,4.9,1221,177,3.4
Carp,2.9,4351,146,6.39
Trout,1.9,2725,145,2.83
Seabass,3.7,1362,141,8.46
Soft Shell Crab,0.6,1043,138,7.76
Black Tiger Shrimp,4.8,1638,149,5.64
Trout,2.3,1595,121,9.13
Vannamei,3.9,2585,92,4.16
Dungeness Crab,4.4,527,103,3.07
Trout,3.6,3498,178,5.23
Banana Prawn,1.1,1913,110,2.34
Mud Crab,4.0,1812,128,3.69
Pangasius,3.3,4947,157,8.38
Seabass,3.6,4144,101,8.86
Dungeness Crab,3.3,1092,94,6.18
Whiteleg Shrimp,4.1,4433,93,7.64
Whiteleg Shrimp,3.5,3657,120,5.33
Whiteleg Shrimp,2.6,3836,156,4.68
Whiteleg Shrimp,3.4,3438,134,4.62
Vannamei,0.6,3148,97,5.38
Pangasius,1.4,734,110,7.49
Banana Prawn,2.3,1873,171,4.13
Blue Swimmer Crab,0.6,4056,165,9.02
Soft Shell Crab,4.8,3957,111,4.6
Banana Prawn,4.0,2230,113,2.12
Pangasius,2.9,4167,112,7.54
Tuna,1.7,2921,107,7.29
Trout,3.2,1818,126,3.75
Catfish,3.8,3574,116,3.82
Black Tiger Shrimp,1.8,4347,153,7.19
Dungeness Crab,3.6,3473,126,6.85
Pangasius,4.8,869,106,9.68
Blue Swimmer Crab,3.0,3436,112,3.29
Tuna,2.2,4551,105,3.12
Banana Prawn,1.6,1765,142,4.74
Grouper,4.9,3573,154,7.3
Carp,3.9,4168,177,4.28
Mud Crab,3.0,3410,128,4.22
Cod,4.1,2059,153,9.21
King Crab,2.4,3689,167,7.78
Black Tiger Shrimp,3.1,2489,159,5.02
Trout,2.5,2589,121,6.86
Snapper,3.4,1927,176,7.33
Cod,3.6,4973,115,3.64
Seabass,1.7,555,139,2.75
Trout,1.1,1606,96,3.3
Snow Crab,1.9,1366,115,7.32
Blue Swimmer Crab,2.3,4397,132,3.39
King Prawn,2.3,4175,90,5.04
Cod,1.1,560,166,7.07
Snow Crab,3.6,2710,149,2.69
Banana Prawn,2.3,2873,137,4.37
Whiteleg Shrimp,2.4,3667,170,4.58
Soft Shell Crab,1.4,2674,173,5.09
Salmon,4.8,887,92,9.56
Milkfish,3.8,3318,93,4.25
Pangasius,0.8,1447,102,5.18
Blue Swimmer Crab,3.6,4391,91,6.47
Seabass,2.7,3596,176,9.13
Black Tiger Shrimp,3.0,1838,154,3.81
Dungeness Crab,2.8,1610,95,3.2
Soft Shell Crab,4.2,3661,118,3.57
Carp,3.1,3000,107,9.78
Rohu,0.6,4249,131,4.31
Whiteleg Shrimp,3.2,4867,140,8.23
Black Tiger Shrimp,3.5,4600,121,6.84
Soft Shell Crab,3.7,1533,156,3.39
Seabass,4.2,3929,138,7.32
Salmon,2.2,1191,120,8.0
Carp,0.7,2074,94,3.45
King Prawn,3.5,2853,127,6.04
Cod,3.2,2822,140,6.85
Trout,4.8,1122,127,9.01
Vannamei,0.7,2267,144,8.45
Tuna,2.5,1394,141,2.07
Banana Prawn,2.5,3345,139,4.93
Tiger Prawn,2.7,4098,167,4.82
Soft Shell Crab,1.7,1254,114,9.28
Freshwater Prawn,3.2,3968,166,4.84
Vannamei,2.4,3810,98,9.19
Cod,0.9,3794,175,2.86
Seabass,1.3,810,124,3.27
Tilapia,3.9,3999,112,6.91
Seabass,3.8,3582,173,3.64
Rohu,3.7,3291,147,9.29
Tilapia,1.9,767,170,3.95
Dungeness Crab,4.6,2597,94,9.18
Pangasius,1.0,4631,93,3.76
Snow Crab,2.4,2385,151,9.55
Vannamei,1.8,4715,170,4.63
Tuna,1.4,695,128,8.14
King Prawn,4.6,1146,100,2.83
Pangasius,0.9,2000,152,2.86
Barramundi,4.1,2702,123,4.8
Pangasius,3.5,1405,115,7.09
Salmon,2.5,3412,120,2.08
Tilapia,4.6,1695,147,8.38
Seabass,4.3,4307,93,3.43
King Crab,4.3,2378,134,9.64
Tilapia,0.9,539,112,7.97
Grouper,1.3,1307,99,4.66
Seabass,2.4,3501,132,6.29
Salmon,3.5,4492,139,8.61
Mud Crab,1.5,1037,141,2.9
Barramundi,4.9,3093,177,6.91
Barramundi,4.4,4843,169,3.14
Black Tiger Shrimp,1.8,1525,141,8.69
Freshwater Prawn,3.2,3334,134,9.94
Snapper,3.9,515,172,4.93
Salmon,3.5,2006,158,8.08
Trout,1.8,3402,122,7.91
Soft Shell Crab,2.8,1904,158,9.54
Mud Crab,4.1,2171,152,4.66
Freshwater Prawn,0.9,3347,141,5.51
Salmon,1.3,3804,111,2.53
Milkfish,3.2,2212,132,5.35
Black Tiger Shrimp,3.6,1108,163,8.86
Tuna,3.3,619,105,8.31
Tuna,3.2,4173,164,9.16
Soft Shell Crab,4.4,951,103,3.48
Black Tiger Shrimp,2.0,3806,120,2.17
Grouper,3.9,3920,171,2.24
Pangasius,4.7,2988,167,5.51
Catfish,4.0,4357,145,8.02
Dungeness Crab,4.7,545,139,6.17
Dungeness Crab,1.2,4083,138,5.7
Dungeness Crab,2.4,2635,140,6.9
Rohu,4.7,3119,101,2.63
Pangasius,1.5,2728,118,5.76
Mud Crab,0.8,571,94,6.23
Tuna,4.1,2438,178,6.84
Snapper,0.6,1159,141,2.8
Cod,0.8,3162,103,2.83
King Crab,1.1,3248,111,9.56
King Crab,2.3,1596,149,5.77
Blue Swimmer Crab,3.3,3662,170,7.41
Carp,1.5,2498,125,6.94
Soft Shell Crab,1.4,4232,125,7.58
Snow Crab,2.5,2094,169,4.04
Soft Shell Crab,3.9,3055,113,8.75
Snow Crab,2.2,1432,119,8.63
Snow Crab,1.2,2233,112,9.8
Dungeness Crab,1.9,2379,119,8.92
Banana Prawn,1.4,557,121,9.1
Vannamei,3.4,1725,171,9.99
Pangasius,3.5,4873,154,9.33
Soft Shell Crab,1.3,1248,172,3.98
Black Tiger Shrimp,1.5,945,97,6.91
Carp,4.5,548,130,9.29
Mud Crab,2.9,4913,132,4.7
Mud Crab,2.2,1418,179,4.77
Blue Swimmer Crab,1.8,2792,155,8.14
Milkfish,0.9,2874,119,4.92
Barramundi,4.7,1120,158,2.15
Banana Prawn,3.7,3583,94,6.39
Tilapia,0.5,1334,128,8.53
Black Tiger Shrimp,4.5,4149,90,7.32
Trout,2.7,2388,115,9.21
Soft Shell Crab,1.5,2920,119,7.25
Carp,3.2,2315,94,5.57
Salmon,0.8,1124,123,6.95
Tiger Prawn,3.2,1896,98,3.8
King Prawn,2.6,3680,106,3.71
Snow Crab,1.1,4096,114,9.26
Trout,2.6,515,139,6.12
Salmon,4.0,2232,135,2.66
Whiteleg Shrimp,1.7,2914,176,9.26
Salmon,2.5,4881,133,2.04
Grouper,2.8,1884,157,2.68
Mud Crab,2.2,1519,95,7.42
Salmon,3.3,806,122,4.42
Tiger Prawn,4.2,1583,115,9.83
Grouper,3.7,1768,139,5.1
Mud Crab,1.1,1829,139,2.09
King Crab,0.6,4249,145,6.66
Cod,1.7,4815,104,4.39
Freshwater Prawn,3.6,3273,152,9.28
Carp,2.9,758,178,7.74
Freshwater Prawn,3.2,3058,101,8.38
Black Tiger Shrimp,4.5,4054,124,3.85
Pangasius,1.8,4617,169,2.45
Tuna,2.4,3986,115,8.57
Freshwater Prawn,1.4,3112,93,3.61
Blue Swimmer Crab,0.6,758,98,2.22
Tiger Prawn,2.3,1576,151,2.55
Catfish,3.5,2266,138,7.23
Grouper,2.7,4040,113,7.05
Seabass,2.3,3247,135,6.82
Carp,4.1,4928,109,7.32
Whiteleg Shrimp,1.1,714,137,4.47
Salmon,4.3,4537,159,7.6
Cod,3.4,4374,103,4.77
Soft Shell Crab,1.3,3953,102,8.9
Freshwater Prawn,1.6,1103,103,7.39
King Crab,2.8,1868,157,8.58
Tuna,1.2,1772,99,8.97
Carp,1.0,2064,137,9.3
Tuna,2.4,3081,114,6.52
Rohu,4.0,3823,134,3.38
Trout,3.4,1295,152,8.59
Snapper,2.4,2378,123,5.41
King Prawn,4.1,2308,121,3.8
Rohu,0.5,1230,173,6.12
King Prawn,0.8,2079,104,5.82
Dungeness Crab,3.5,1344,94,5.43
Pangasius,3.7,2410,148,4.38
Trout,4.9,1539,117,6.01
Pangasius,1.5,3799,147,5.43
Whiteleg Shrimp,3.1,4741,121,3.16
Mud Crab,4.1,2232,135,2.66
Catfish,1.4,2307,131,3.13
Dungeness Crab,2.4,3029,109,9.34
Barramundi,1.4,785,120,2.82
Dungeness Crab,1.5,4042,90,5.04
Milkfish,0.9,4945,166,3.59
Tilapia,0.5,885,141,5.45
Barramundi,1.4,1088,94,3.38
Mud Crab,4.3,2174,109,6.27
Freshwater Prawn,3.0,4145,165,7.95
Soft Shell Crab,3.1,2322,120,7.07
Black Tiger Shrimp,0.7,1712,148,8.18
Tuna,1.7,1998,111,7.7
Tilapia,0.9,1688,91,9.73
Salmon,4.0,2711,106,9.43
Whiteleg Shrimp,3.7,3751,152,5.82
Tuna,4.6,4971,124,2.15
Trout,2.5,4589,120,4.74
Tilapia,0.9,3202,114,3.32
Catfish,0.8,3632,156,5.27
Vannamei,4.6,2171,139,2.4
Barramundi,3.0,1412,95,4.28
Pangasius,3.3,4021,140,5.67
Mud Crab,3.6,4440,95,2.8
Banana Prawn,1.2,3460,132,7.36
Soft Shell Crab,1.1,2034,125,6.55
Black Tiger Shrimp,4.5,1749,135,9.23
Black Tiger Shrimp,4.8,4428,122,8.65
Snow Crab,5.0,1393,109,5.93
Vannamei,4.1,990,155,6.41
Tiger Prawn,3.8,1819,116,6.62
Salmon,4.1,3367,100,9.13
Pangasius,2.9,2952,105,9.6
Mud Crab,4.2,3972,165,2.89
Pangasius,3.3,2273,114,2.04
Snow Crab,2.2,4576,154,8.47
Vannamei,2.9,2046,95,9.32
Pangasius,3.8,3976,175,5.96
Blue Swimmer Crab,1.0,4019,135,9.55
Dungeness Crab,2.8,2264,112,4.21
King Crab,3.1,3673,141,3.33
Whiteleg Shrimp,4.2,2461,136,5.59
Banana Prawn,3.0,969,153,6.37
Catfish,2.8,3629,169,6.89
Tiger Prawn,1.0,549,157,8.58
Rohu,0.8,4797,99,8.61
Whiteleg Shrimp,3.8,2934,160,9.99
Pangasius,0.7,3025,104,9.75
Cod,4.9,896,135,9.2
Soft Shell Crab,4.6,1651,104,3.95
Carp,4.3,2795,134,4.73
Tuna,3.9,1312,154,8.81
Pangasius,1.0,2822,98,5.19
Salmon,2.2,2524,179,9.05
Black Tiger Shrimp,3.5,2225,109,2.06
Pangasius,1.4,1996,152,7.82
Black Tiger Shrimp,2.8,1888,179,9.84
Black Tiger Shrimp,2.6,1202,153,9.83
Carp,1.4,4489,153,5.09
Tiger Prawn,2.8,3966,158,9.6
Tuna,4.9,3161,180,3.57
Whiteleg Shrimp,3.3,1069,173,5.13
Barramundi,2.2,1477,132,3.94
Barramundi,4.0,3368,94,3.9
Seabass,4.8,3644,109,3.26
Trout,1.0,2033,177,2.05
Dungeness Crab,4.8,4701,103,2.81
Catfish,4.7,1747,90,4.71
Blue Swimmer Crab,3.9,1036,106,7.89
Milkfish,3.7,2210,146,2.17
Seabass,4.2,1317,148,5.32
Dungeness Crab,3.0,1015,125,5.15
Vannamei,2.1,3363,125,9.65
Tilapia,1.8,2993,91,2.58
Freshwater Prawn,2.2,3187,164,8.41
Grouper,1.1,2660,123,3.71
Dungeness Crab,1.5,4777,138,7.25
Freshwater Prawn,3.5,688,162,2.85
Dungeness Crab,2.0,4886,132,2.92
Pangasius,3.6,4432,131,9.9
Trout,1.6,4741,104,6.75
Snow Crab,4.7,2472,157,4.83
Freshwater Prawn,2.0,3877,173,5.07
King Prawn,4.1,1935,135,7.63
Tuna,2.2,2591,120,2.75
Soft Shell Crab,0.7,4265,118,5.86
Banana Prawn,3.5,4019,159,9.91
Milkfish,0.7,4007,108,9.71
Whiteleg Shrimp,1.7,3493,113,9.42
Grouper,2.3,1331,175,7.74
Trout,2.3,4779,120,7.13
Whiteleg Shrimp,4.8,1239,94,2.36
Tuna,2.0,3766,141,8.6
Tuna,2.5,3342,109,4.96
Black Tiger Shrimp,4.9,2896,124,8.39
King Crab,4.2,3546,95,8.04
Whiteleg Shrimp,4.1,2890,118,4.15
Seabass,2.5,3668,124,6.8
Salmon,3.3,3358,175,3.54
Black Tiger Shrimp,1.1,2237,107,8.11
Whiteleg Shrimp,2.3,975,124,6.35
Tiger Prawn,3.9,4630,130,6.23
Trout,4.5,2301,156,6.0
Milkfish,1.6,2481,155,4.45
Trout,1.0,3061,113,7.08
Pangasius,0.6,4986,95,5.77
Rohu,1.4,4138,141,2.72
Dungeness Crab,4.3,1662,153,9.3
Whiteleg Shrimp,2.7,1137,109,8.13
Tilapia,0.8,2898,154,6.01
Rohu,0.8,3570,150,7.36
Pangasius,0.6,3025,163,6.9
Vannamei,3.4,769,166,9.86
King Crab,4.4,3696,103,3.48
Tiger Prawn,1.6,2248,176,7.9
Cod,1.8,1163,104,6.55
Carp,3.2,1384,177,6.46
King Prawn,4.8,827,95,8.07
Snapper,4.4,1964,158,2.39
Tilapia,1.4,854,91,4.6
Barramundi,4.9,3426,105,9.98
Dungeness Crab,2.6,1876,119,8.67
Catfish,2.3,4113,109,3.49
King Crab,2.0,3700,147,7.63
Soft Shell Crab,2.5,2763,93,9.93
Soft Shell Crab,4.0,4783,137,8.22
Tilapia,4.3,1920,160,7.64
Tuna,3.7,2852,152,7.08
King Prawn,0.8,4053,162,5.5
Banana Prawn,3.7,4589,144,3.89
Snow Crab,0.9,1522,179,3.41
Seabass,2.1,1161,114,2.15
Barramundi,1.0,3291,175,4.01
King Crab,1.5,4540,179,5.48
Black Tiger Shrimp,1.0,2754,118,6.18
Dungeness Crab,2.6,3862,93,2.04
Barramundi,3.1,4994,147,3.59
Pangasius,2.4,4212,119,5.31
King Crab,2.9,3856,163,5.42
Rohu,1.3,3202,102,8.74
Freshwater Prawn,0.7,4699,175,5.36
Trout,4.2,648,129,7.61
Milkfish,4.9,856,134,2.01
Carp,0.7,4160,150,9.24
Mud Crab,0.7,1820,172,9.46
Rohu,0.8,4522,135,9.17
Trout,4.9,1675,106,7.18
Soft Shell Crab,1.4,1389,142,3.83
Trout,0.8,2437,147,4.29
Banana Prawn,2.8,4007,165,7.23
Mud Crab,4.2,2979,178,6.0
Banana Prawn,4.4,3966,176,3.18
Dungeness Crab,4.9,2788,138,8.65
Whiteleg Shrimp,3.4,2344,133,3.82
Mud Crab,2.6,4568,147,9.91
Vannamei,1.7,522,124,8.48
Soft Shell Crab,4.8,2124,177,8.91
Salmon,0.5,4949,120,3.55
Vannamei,2.9,3142,92,6.85
Milkfish,0.5,1800,149,5.3
Dungeness Crab,4.2,2126,98,9.69
Rohu,0.8,1044,153,7.59
Banana Prawn,2.7,3706,145,4.17
Blue Swimmer Crab,0.7,2861,138,8.86
Pangasius,1.8,1343,174,6.44
Dungeness Crab,1.3,2517,131,3.35
Rohu,2.8,691,164,6.79
Salmon,1.2,536,137,8.63
Vannamei,2.0,1258,113,7.64
Banana Prawn,4.7,3932,169,3.38
Tiger Prawn,2.2,2569,157,2.8
King Crab,1.8,1911,94,6.67
Tiger Prawn,3.9,1659,158,3.02
Catfish,0.5,2030,178,3.56
Pangasius,1.2,534,115,5.68
Snapper,4.5,3435,90,5.82
King Prawn,0.6,561,121,2.81
Trout,0.6,2743,123,5.4
Black Tiger Shrimp,2.8,2481,94,7.3
Tilapia,1.1,4224,161,4.86
King Prawn,4.2,3764,122,7.08
Mud Crab,3.6,555,131,4.03
Pangasius,0.5,1214,144,5.52
Snapper,2.9,4231,176,7.59
Salmon,2.7,2711,108,7.15
Banana Prawn,3.5,2989,96,6.55
Carp,1.5,2566,142,5.66
Barramundi,0.7,4344,160,4.35
Trout,3.8,4166,157,4.7
Tuna,1.7,3314,110,7.82
King Crab,4.2,3224,130,5.11
Tilapia,4.2,1618,174,2.64
Salmon,2.8,4719,162,3.42
Carp,3.3,4896,147,9.48
Tilapia,1.6,4508,109,4.74
Pangasius,2.1,2712,157,6.6
Blue Swimmer Crab,2.4,4073,169,9.95
Snow Crab,2.2,3032,93,4.66
Salmon,3.6,2640,107,8.65
Mud Crab,4.8,4991,110,5.89
Rohu,1.9,2947,129,4.67
Banana Prawn,2.6,2792,114,8.66
Cod,2.6,3603,163,3.74
Snapper,1.7,788,156,2.83
Barramundi,4.6,4198,97,6.81
Trout,0.7,948,165,6.04
Rohu,1.9,3991,108,4.38
Tilapia,2.1,3708,128,4.96
King Prawn,4.3,4413,157,2.85
Snapper,3.7,2949,172,8.64
Pangasius,2.3,1942,127,7.65
