Country,State,Supplier_Name,Species,Seed_Quality_Rating,Contact,Distance_km
Vietnam,South Carolina,Barajas-Long,Seabass,5,+1-794-672-7833,61.9
India,Delaware,Woods LLC,Tuna,4,(860)336-0408x93160,35.6
Indonesia,Massachusetts,Wilkinson-Smith,King Prawn,5,2773174257,51.5
Thailand,Indiana,Wall-Rasmussen,Black Tiger Shrimp,3,554.962.5552x3736,100.0
India,West Virginia,"Castro, Nelson and Jackson",Grouper,3,920-621-5023x7413,68.7
Bangladesh,Oregon,Rodriguez-Costa,Whiteleg Shrimp,3,(963)821-9402,110.0
India,Indiana,"Burns, Keith and Mcguire",Soft Shell Crab,3,382.537.1062x095,69.3
Bangladesh,West Virginia,Johnson-Nelson,Mud Crab,5,799-845-5764x89461,35.9
Bangladesh,Arizona,Harrison LLC,Dungeness Crab,4,+1-438-377-7435x15559,61.3
Thailand,Virginia,Mitchell and Sons,Catfish,4,001-732-905-1491x50058,46.1
Vietnam,Iowa,Wheeler-King,Soft Shell Crab,4,(620)660-4606x181,110.5
India,Kansas,"Garcia, Welch and Hughes",Catfish,5,458.915.2322x58650,22.0
India,Montana,Flores Inc,King Prawn,3,(823)741-0838x8358,184.6
Indonesia,Texas,Gray LLC,Seabass,4,001-485-799-8414x08901,198.9
Vietnam,New Mexico,"Hayes, Sanders and Dawson",Freshwater Prawn,4,(724)852-2523,124.4
Vietnam,Kentucky,"Farrell, Morris and Collins",Barramundi,3,+1-729-845-8060x7072,189.7
India,New Mexico,Santos Group,Black Tiger Shrimp,3,7857758013,157.2
India,Utah,Chavez-Barnett,Tilapia,4,653-293-2798x9194,111.7
Indonesia,Connecticut,Miles Inc,Freshwater Prawn,4,001-571-609-8655,126.0
India,Tennessee,Jones Ltd,King Crab,3,964-809-1757x7910,38.7
India,South Carolina,Willis Ltd,Tilapia,5,(771)216-5752x469,197.0
Vietnam,Kansas,"Shaw, Henderson and Callahan",Blue Swimmer Crab,4,317-671-7625,93.9
Vietnam,Nevada,Rhodes-Martin,Grouper,3,975-780-9764,86.9
Bangladesh,Massachusetts,Hanson-Brady,Dungeness Crab,3,001-704-631-5310,130.9
Vietnam,Tennessee,Santana-Merritt,Snow Crab,5,(213)730-8428x83075,29.7
Thailand,Kansas,Jones PLC,Pangasius,3,(564)748-8606x6962,163.4
Bangladesh,Wisconsin,"Jackson, Beck and Moon",Snow Crab,5,(668)571-9020x32075,192.4
Thailand,Missouri,"Hubbard, Lowery and Potts",King Crab,5,001-997-870-7973,61.0
Vietnam,Connecticut,Smith-Ford,Snow Crab,4,001-228-564-0722,68.5
Bangladesh,Minnesota,Adams-Sparks,Seabass,4,729-473-5967x053,101.1
Bangladesh,Wisconsin,Martin LLC,King Prawn,4,001-966-656-1513x069,108.5
Vietnam,Indiana,"Sanders, Johnson and Fuentes",Snapper,5,(730)415-6301,93.5
Vietnam,Maryland,King-Brown,Dungeness Crab,3,941-959-9332,151.5
India,Louisiana,Roberts-Williams,Tuna,3,5246674526,93.5
Indonesia,Alabama,"Marsh, Jackson and Ray",Snow Crab,5,001-966-777-9805,103.0
Vietnam,South Carolina,Nguyen-Lee,Seabass,5,+1-650-803-9774x44247,146.3
Bangladesh,Iowa,Ball LLC,Grouper,3,929-747-5198x79680,82.2
Vietnam,Ohio,"Moses, Jones and Daniels",Tilapia,5,2996805882,68.1
Bangladesh,Idaho,Miller-Heath,Rohu,3,4852802755,23.0
Thailand,Rhode Island,White Ltd,Vannamei,3,770.322.9803x9854,33.7
India,West Virginia,Walton and Sons,Trout,3,001-862-264-9031x240,94.7
Vietnam,Georgia,"Perry, Rush and Navarro",Barramundi,4,216-242-2708,197.4
Thailand,Kentucky,"Hill, Miller and Li",Dungeness Crab,5,001-956-745-7397x453,114.2
Vietnam,Delaware,Mccall-Sosa,Snow Crab,4,339-414-1926x881,25.8
Bangladesh,Arizona,Ward LLC,Banana Prawn,4,(503)443-7420x906,72.1
Indonesia,Delaware,Mahoney-Snyder,Soft Shell Crab,4,355.331.7721x298,73.3
Vietnam,Montana,Davidson-Meyer,Seabass,3,653.293.5877x448,14.2
Bangladesh,Louisiana,Rivas and Sons,King Prawn,3,6515325802,10.2
Bangladesh,Rhode Island,Howell-Bass,Seabass,5,+1-591-319-9572,27.9
Indonesia,Indiana,"Mcintosh, Jones and Douglas",Tuna,4,(226)712-2461x516,63.3
Bangladesh,Arizona,Russell LLC,Banana Prawn,5,+1-602-710-1430x85012,143.4
Thailand,Virginia,Riley-Brown,Rohu,5,+1-496-461-1100x7908,73.8
Bangladesh,California,Wood-Foster,Black Tiger Shrimp,3,490-829-4198x94318,12.6
Bangladesh,Massachusetts,Nelson PLC,Whiteleg Shrimp,5,666.427.7651,22.8
Bangladesh,California,Davis-Carroll,Vannamei,5,(523)466-6834x06399,77.1
Indonesia,Hawaii,"Fisher, Hughes and Richards",King Crab,3,469.257.4014x8910,174.3
Indonesia,Mississippi,Smith Inc,Grouper,3,001-641-916-1728x60273,136.1
Thailand,Texas,"Cochran, Moore and Bradshaw",Blue Swimmer Crab,4,+1-917-908-0182x9168,9.3
Vietnam,Wisconsin,"Kirk, Figueroa and Payne",Freshwater Prawn,5,(279)738-2521x979,191.2
India,Iowa,"Martin, Serrano and Smith",Seabass,3,601.782.3270,152.1
Indonesia,Vermont,"Allen, Daniel and Benson",Grouper,4,(472)970-6153x792,10.3
Vietnam,Hawaii,Gutierrez and Sons,Seabass,5,001-455-306-1330x8535,181.2
India,Tennessee,Forbes-Walker,Vannamei,4,801.382.4672,147.8
Bangladesh,Kentucky,Mcconnell and Sons,King Crab,3,(280)346-7752,164.8
Thailand,Utah,Sosa PLC,Tilapia,3,744-756-7299x4237,55.7
Thailand,North Dakota,"Wang, Calderon and Sanford",Seabass,4,838.583.7964x4976,100.5
Bangladesh,Ohio,"Ray, Garcia and Baker",Pangasius,4,501-984-6318,156.2
India,West Virginia,Butler-Lopez,Blue Swimmer Crab,3,+1-235-322-8787x355,198.1
India,South Carolina,Bush Group,Mud Crab,4,(988)762-0101,5.8
Vietnam,Florida,"Sherman, Kramer and Cooper",Snapper,3,001-359-370-0981x27885,91.3
India,Texas,Martin and Sons,Seabass,5,783-434-6523,25.9
Thailand,Arizona,"Bernard, Casey and Branch",Barramundi,4,001-654-579-2395x04375,58.4
India,Florida,Morrison-Craig,Freshwater Prawn,5,282.268.3546,150.5
Indonesia,Wyoming,Kramer Ltd,Rohu,3,870-678-6758x48593,112.2
Indonesia,California,Matthews Inc,Black Tiger Shrimp,4,001-278-460-9289,179.4
Vietnam,Indiana,Butler-Diaz,Catfish,4,840-972-3399,21.0
India,Michigan,Ramsey-Wilson,Trout,4,403.402.8304x6556,114.4
India,Arizona,Randolph-Murray,Soft Shell Crab,3,+1-209-312-6598,198.8
Vietnam,New Mexico,Anderson PLC,King Prawn,5,001-666-571-5565x84624,92.8
Vietnam,Iowa,Harding Ltd,Seabass,5,(245)919-3326,78.9
Indonesia,Utah,Adams Ltd,Freshwater Prawn,5,+1-974-535-4911,65.5
India,New Jersey,Smith Group,Tiger Prawn,4,(301)787-9327,146.5
Vietnam,Idaho,Parker Ltd,Whiteleg Shrimp,3,990.799.1656x9194,166.3
Indonesia,Arizona,Burke Ltd,Salmon,5,+1-689-604-7357,77.8
Bangladesh,Louisiana,"Brooks, Brady and Taylor",Snow Crab,3,+1-585-427-5804,121.8
Bangladesh,Alabama,"Armstrong, Davenport and Bell",Blue Swimmer Crab,4,(724)643-7256x816,27.6
Bangladesh,New Hampshire,"Pena, Hall and Jackson",Snow Crab,5,273-499-8444,82.6
India,New York,Cooke-Lawson,Cod,5,(363)464-6146,158.5
India,Ohio,Long LLC,Whiteleg Shrimp,3,001-912-681-2545x02592,26.9
Bangladesh,Wisconsin,Lewis-Snow,Tiger Prawn,4,337-302-6927x236,158.5
Vietnam,South Carolina,Riley-Brown,King Crab,5,3206284908,64.6
Bangladesh,Mississippi,"Rivera, Mcdonald and Adams",King Prawn,5,692.828.9370,99.6
Thailand,Alabama,"Lewis, Yoder and Pace",Vannamei,4,001-231-247-5977x40892,117.3
Bangladesh,Pennsylvania,"Myers, Smith and Gallagher",King Crab,4,634-824-3907,174.8
Bangladesh,Montana,Cervantes Inc,Trout,3,+1-825-778-1198,150.4
Vietnam,Louisiana,Perez Inc,Grouper,5,+1-512-784-8521x7032,107.3
India,Mississippi,Mitchell and Sons,Carp,5,4962055460,193.8
Indonesia,Kansas,Alvarado-Daniel,Tuna,4,001-791-342-0227x051,112.7
Indonesia,Colorado,"Johnson, Rogers and Suarez",Pangasius,3,477-383-4603x875,4.4
Thailand,Connecticut,"Hernandez, Price and Harvey",Tilapia,5,889.679.3493,124.9
Vietnam,Nebraska,Roberts-Green,Tuna,3,(697)470-3115,96.7
Vietnam,Mississippi,Rodriguez Ltd,Cod,4,+1-553-784-5094x755,149.4
Indonesia,Oklahoma,James Inc,Tuna,3,264-412-5719x5284,73.0
Vietnam,Arizona,"Farrell, Brown and Gonzales",Mud Crab,3,912.761.0058x987,194.0
Indonesia,Maine,"May, Flores and Ramirez",Grouper,4,(833)345-2990x644,20.6
Vietnam,Montana,Vincent-Smith,Barramundi,4,317.354.2262x95407,20.9
India,Louisiana,Ryan-Reeves,Tilapia,3,+1-249-904-0786x093,25.9
India,Tennessee,Green and Sons,Rohu,4,+1-576-316-1453x713,161.0
Indonesia,Delaware,Stephens-Brown,Seabass,5,4016989973,57.2
India,New Hampshire,"Villa, Butler and Gonzalez",Cod,3,+1-746-912-3996,68.4
India,New Hampshire,Harrison-Dominguez,Soft Shell Crab,5,+1-265-277-0520x1539,130.8
India,Arkansas,Sutton and Sons,Trout,3,(437)502-7094x4062,140.5
Bangladesh,West Virginia,Adams and Sons,King Prawn,5,595-877-4031,130.2
Thailand,New Jersey,Nelson-Nelson,Trout,5,296-763-8032x355,99.3
Thailand,South Dakota,"Bird, Estes and Meza",Tilapia,4,(206)335-3806x02182,105.1
Bangladesh,Alaska,"Zimmerman, Johnson and Rodriguez",Blue Swimmer Crab,3,800.204.1293,63.7
Thailand,Oregon,Gutierrez-Burns,Vannamei,5,(510)638-4287x5879,199.7
India,Montana,"Ellis, Goodman and Chan",Black Tiger Shrimp,4,605.645.5607x828,30.7
Bangladesh,Indiana,Willis and Sons,Whiteleg Shrimp,3,001-614-615-8380x86469,114.4
Indonesia,Washington,Summers-Padilla,Barramundi,4,(238)413-9652x66789,115.4
India,Minnesota,"Hernandez, Smith and Gomez",Snow Crab,5,811.543.8890,181.5
Thailand,Indiana,"Castillo, Rogers and Parsons",Salmon,4,5463151720,43.0
Bangladesh,Pennsylvania,"Harrison, Marshall and Cox",King Crab,3,611-636-9699x975,43.9
Indonesia,West Virginia,"Horton, Bennett and Reyes",Tilapia,3,001-554-805-2554x60934,29.6
Thailand,Connecticut,Martin Inc,Whiteleg Shrimp,4,232-252-1380,179.2
India,Idaho,Henry-Vasquez,Freshwater Prawn,4,+1-598-598-6324,72.3
Bangladesh,Indiana,Schneider-Morton,Seabass,3,650.456.9522x310,113.2
Indonesia,New Jersey,Bradford and Sons,Freshwater Prawn,4,(969)626-9416x971,48.9
Indonesia,Vermont,Williams LLC,Tilapia,5,001-329-949-4627,196.9
India,New Hampshire,"King, Caldwell and Bowman",Tilapia,5,556.960.8239x55178,174.6
Thailand,Alabama,"Chen, Nelson and Garrett",Barramundi,3,511.398.8729,182.9
Indonesia,Pennsylvania,"Myers, Wallace and Roberson",Snapper,4,(596)622-3235x213,53.2
Bangladesh,South Carolina,"Padilla, Rios and Hoffman",King Crab,3,480-927-0734x03722,22.3
Bangladesh,Nevada,Brooks Ltd,Grouper,4,670.426.1254,169.8
Thailand,Indiana,"Robinson, Brown and Bright",Vannamei,3,517.493.9624,137.0
Thailand,Hawaii,Reyes Inc,King Prawn,4,475.227.5078,180.2
India,Hawaii,Campbell Group,Whiteleg Shrimp,5,(260)899-0192,97.4
Vietnam,New Mexico,Martin-Freeman,Tuna,4,(573)806-2803x5717,141.6
Bangladesh,Oregon,Keller Ltd,Blue Swimmer Crab,5,289-967-1797,193.5
Bangladesh,Montana,Lutz-Haas,Black Tiger Shrimp,5,727-659-2090x3349,124.9
Vietnam,Nebraska,"Buchanan, Martinez and Miller",Freshwater Prawn,4,001-859-555-3906x58022,176.1
India,Wyoming,Hicks PLC,Vannamei,5,401.779.9703x063,164.6
Indonesia,Maine,Andrews-Green,King Prawn,5,001-650-345-9471,1.1
Bangladesh,Indiana,Howard-Adams,Seabass,5,263-258-6930,20.3
Bangladesh,Delaware,"Schroeder, Whitehead and Bruce",King Crab,5,(385)414-8506x01938,60.6
India,Wisconsin,"Clements, Allen and Taylor",Carp,5,888.664.1326x8267,38.7
Indonesia,New Mexico,Case-Gonzalez,Pangasius,4,857.222.0130,93.4
Thailand,Michigan,Mayer Group,Banana Prawn,4,+1-893-488-3918,13.6
Bangladesh,West Virginia,"Butler, Rosales and Stephens",Barramundi,5,001-301-885-5516,56.5
Bangladesh,New Mexico,Gonzalez-Forbes,Tilapia,4,+1-962-821-7067x386,38.2
Indonesia,Texas,"Lewis, Williams and Martin",Seabass,5,(685)870-0140x3960,64.6
Indonesia,Arkansas,Taylor and Sons,Black Tiger Shrimp,5,423-829-3486x78063,137.1
Vietnam,Kansas,Nguyen Ltd,Freshwater Prawn,3,001-548-241-6301x660,71.5
Vietnam,Pennsylvania,Williams Ltd,Tiger Prawn,5,+1-214-493-0145x912,89.0
Bangladesh,Tennessee,"Jones, Huerta and Humphrey",Cod,3,+1-858-592-5719,97.3
Bangladesh,Kentucky,Allen-Lawson,Whiteleg Shrimp,5,382.562.4207x93547,87.0
Indonesia,New York,Gilbert-Jones,Snapper,5,799.653.4462,62.1
Indonesia,Alabama,Graham PLC,Blue Swimmer Crab,3,317-604-2378x97388,197.7
Vietnam,Pennsylvania,"Jenkins, Davis and Larson",Cod,5,001-470-588-1755x572,183.9
Bangladesh,Vermont,Joyce Inc,King Prawn,3,700.856.8933x6668,164.4
Indonesia,Hawaii,Flores LLC,Mud Crab,3,372.970.4342x9526,26.7
India,New Hampshire,Williamson-Davis,Dungeness Crab,4,384-267-5673,22.4
Vietnam,Montana,Cooper-Phillips,Snow Crab,5,450-778-2885,125.1
Vietnam,Maine,Griffin-Bennett,Black Tiger Shrimp,5,+1-721-470-5636x585,59.9
Bangladesh,Vermont,"Weaver, Huerta and Hill",King Crab,4,+1-841-854-7239x3189,111.8
Indonesia,Oklahoma,"Carlson, Hobbs and Mahoney",Grouper,3,675-973-6137x5175,26.3
Bangladesh,Florida,Mclaughlin Inc,Blue Swimmer Crab,5,001-301-852-3808,192.9
Vietnam,Iowa,Robinson Group,Salmon,3,(959)377-3841,161.0
Thailand,Idaho,"Rush, Singleton and Walls",Catfish,5,(783)716-1827x681,69.4
Thailand,South Dakota,"Jones, Lee and Delgado",Soft Shell Crab,5,256.838.0431,11.4
Indonesia,Vermont,Howell Ltd,Vannamei,3,981-978-6133x077,94.4
India,Iowa,Dominguez Ltd,Salmon,5,+1-658-253-6319x4979,39.5
Vietnam,Georgia,"Marshall, Baker and Brooks",Barramundi,5,892-305-1920,102.5
Indonesia,Connecticut,Anderson Inc,Tilapia,3,+1-583-473-2847x156,170.3
Bangladesh,Vermont,Tran Ltd,Mud Crab,4,(553)791-2234x60937,32.7
Bangladesh,Mississippi,"Morris, Braun and Russell",Seabass,3,(258)918-2751,133.7
Vietnam,Florida,Brown LLC,Vannamei,3,(527)520-2469x241,55.2
India,Vermont,Williams Inc,Vannamei,5,(515)359-5031x5447,27.4
Vietnam,Washington,Lawrence PLC,King Prawn,5,001-599-621-4077,192.3
Indonesia,Arizona,"Hughes, Evans and Beck",Pangasius,5,(702)311-1199x63794,188.3
Thailand,Texas,Mendoza Ltd,Blue Swimmer Crab,4,(453)838-4116x27801,86.0
Indonesia,Nebraska,Sandoval-Sawyer,Barramundi,4,(834)894-6734x557,112.8
Indonesia,Georgia,"Robinson, Rowland and Hicks",Black Tiger Shrimp,5,956-492-6093,183.9
Indonesia,Oregon,"Torres, Smith and Spencer",Carp,5,205.403.7699x873,129.0
Bangladesh,Illinois,Townsend Group,Tilapia,4,(219)340-5771,140.4
Bangladesh,Maryland,Wiggins LLC,Grouper,4,+1-354-690-1824x1228,167.4
India,Oregon,Parrish-Alvarez,Trout,4,+1-768-838-1704,71.7
Indonesia,New Mexico,"Jones, Greene and Snyder",Pangasius,4,+1-450-263-1129x418,56.3
Thailand,North Dakota,"Hicks, Stafford and Thornton",Banana Prawn,3,865.216.4892,105.8
Indonesia,New Hampshire,"Cooke, Richardson and Larson",Tilapia,5,818-751-9451x21952,107.8
Bangladesh,Arkansas,Hunter LLC,Tilapia,5,300-549-2227,135.3
Vietnam,Missouri,Johnson LLC,Milkfish,5,661.771.2610x1550,8.5
Vietnam,Connecticut,Jackson Inc,King Prawn,5,001-665-924-5413,199.0
India,North Dakota,"Jacobs, Kennedy and Adams",Tuna,5,+1-447-335-1453x78973,127.5
Thailand,Texas,Hooper-Gamble,Dungeness Crab,3,001-819-834-8867,3.3
Bangladesh,Montana,"Velez, Carr and Lee",Dungeness Crab,4,(258)377-1206,39.4
Indonesia,Michigan,Jackson-Evans,Snapper,3,001-821-566-7066x232,6.2
India,South Carolina,Lopez Inc,Pangasius,5,681-478-8912x11462,99.3
India,Maryland,Roberts LLC,King Prawn,4,7222853122,185.1
Vietnam,Washington,Lucero-Smith,Vannamei,4,001-995-933-7764x9910,98.8
Bangladesh,South Dakota,Lee-Patrick,Tiger Prawn,3,567-387-7727x190,103.1
Bangladesh,Connecticut,Fuller-Obrien,Banana Prawn,5,001-720-599-2253x3958,83.0
Indonesia,Oregon,"Robinson, Barrett and Berry",King Prawn,5,580.795.7527x572,171.6
India,Alaska,"Smith, West and Bennett",King Crab,5,+1-807-299-4371,183.5
Indonesia,Nebraska,"Clay, Pena and Daniels",Salmon,4,(733)607-9571,118.2
Thailand,Pennsylvania,"Vaughn, Hernandez and Garcia",Barramundi,5,(830)270-8835,124.8
India,New York,Ingram Group,Vannamei,5,377-567-3295,146.8
India,New Hampshire,"Price, Warren and Henderson",Vannamei,5,219-303-1830x0176,181.4
India,Alabama,Moyer and Sons,Barramundi,4,(304)302-0165x12880,76.5
Indonesia,North Carolina,Baldwin-Mills,Salmon,4,233-659-6887x8839,22.0
Vietnam,Kentucky,Deleon PLC,Catfish,3,001-304-625-0149x9109,17.6
Thailand,New Hampshire,Brown and Sons,Dungeness Crab,3,001-753-690-5254,192.3
Indonesia,Oregon,"May, Aguilar and Shaw",Grouper,5,906.477.4314x1900,63.4
Indonesia,South Carolina,"Khan, Harrington and Mora",Pangasius,3,857-488-9348,73.1
Thailand,Alabama,Hammond-Wallace,Barramundi,3,+1-378-891-0950x91535,156.3
Vietnam,Maine,Brown-Pacheco,Seabass,4,508-737-6682x854,25.4
Thailand,North Carolina,Wall PLC,Rohu,5,905-598-2791x0190,194.0
Indonesia,New Mexico,Luna-Bailey,Snapper,3,239.637.1155x38680,61.9
Thailand,Nebraska,Spence-Watkins,Carp,3,841.497.3200,137.7
India,Alabama,Wise Group,Rohu,4,6434922835,177.2
Vietnam,Maryland,Moody LLC,Milkfish,4,697.240.7558,121.0
Thailand,Oregon,"Sparks, Newman and Chandler",King Prawn,3,648-578-2961,104.4
Thailand,Ohio,Conner Group,Banana Prawn,5,(217)307-2984,112.6
Indonesia,Ohio,Reyes Ltd,Salmon,3,721.344.3770x360,185.2
Thailand,Florida,Carrillo and Sons,Grouper,3,493.675.7356x180,85.9
India,Ohio,"Bernard, Woods and Smith",Carp,4,(436)674-0489x352,182.0
Indonesia,Michigan,Cook Inc,Seabass,3,331-559-1039x02822,112.6
Vietnam,Arkansas,Goodman-Glover,Milkfish,3,(984)595-0517,188.2
Indonesia,Washington,"Mathis, Sanchez and Bradford",Catfish,5,+1-320-405-5895x12291,53.7
Bangladesh,Delaware,Morgan LLC,Rohu,5,370-562-4482x6167,168.1
Vietnam,Georgia,Lopez-Abbott,Tilapia,4,346-643-9751,6.8
Indonesia,New Mexico,Carter Group,Seabass,5,221.386.7658x28917,14.2
Indonesia,Virginia,"Perez, Patel and Herrera",Barramundi,3,370-229-3674,186.2
Bangladesh,Alabama,"Brown, Richards and Carter",Grouper,4,618.517.4357x4629,4.3
India,Delaware,Sampson Inc,Salmon,4,001-782-569-1726x705,164.7
Indonesia,Oregon,James-Lynch,Banana Prawn,4,535.872.5271x818,137.0
Bangladesh,Nebraska,Marshall-Curry,Seabass,3,455.617.9673x96425,75.6
Bangladesh,Hawaii,"Oneal, Schneider and Harris",Tiger Prawn,4,616.898.6165,165.9
Indonesia,South Carolina,"Fisher, Pearson and Price",Trout,5,+1-271-559-5109x9448,98.4
Indonesia,North Carolina,Hughes-Miller,King Crab,4,613.565.1489x0086,199.3
India,Montana,Pacheco LLC,Mud Crab,5,783.388.7227,60.0
Bangladesh,Georgia,Green-Becker,King Crab,3,928-491-7706,105.2
Vietnam,Nebraska,"Powell, Larson and Ortiz",Dungeness Crab,5,+1-299-596-6016,123.2
Bangladesh,Alabama,Boyer Group,King Prawn,4,+1-913-785-0702x468,150.0
Indonesia,Minnesota,Miller-Williams,Pangasius,5,425.785.1709,180.1
Bangladesh,Arkansas,"Taylor, Potter and Donovan",Mud Crab,4,499-301-4647x460,58.2
Thailand,North Carolina,"Brown, Owen and Freeman",Cod,3,551-236-3899x667,29.3
Vietnam,Indiana,Terry-Williams,Mud Crab,5,491.812.2201,78.7
Indonesia,Minnesota,"Johnson, Douglas and Aguilar",Pangasius,4,+1-250-377-2245x8158,184.7
Indonesia,Virginia,Patel and Sons,Barramundi,5,(748)879-2740x6727,194.8
Thailand,Florida,"Roman, Christian and Torres",Pangasius,5,001-493-965-8692x17185,122.0
Thailand,Wyoming,"King, Hernandez and Rodriguez",Blue Swimmer Crab,3,+1-446-644-9931,120.9
Vietnam,Michigan,"Watson, Sanders and Watson",Pangasius,3,001-255-895-1510x18470,56.6
India,Illinois,"Martin, Johnson and Velazquez",Snow Crab,4,(262)873-8405,109.1
India,New Hampshire,"Humphrey, Fuller and Scott",Snapper,4,+1-467-499-1571,156.8
India,Louisiana,Diaz Inc,Tiger Prawn,4,+1-487-865-8999,2.7
Indonesia,Maryland,Davis Inc,Blue Swimmer Crab,3,9054237916,117.1
Bangladesh,Nevada,Hamilton LLC,Dungeness Crab,3,899-523-6282x74351,91.8
Bangladesh,Alabama,"Dickerson, Jordan and Miller",Barramundi,3,(672)625-9467,197.7
Indonesia,Delaware,"Palmer, Gallagher and Taylor",Blue Swimmer Crab,3,(642)286-2943x7557,128.8
India,Rhode Island,Warren-Phelps,Salmon,5,+1-444-760-5635x711,181.0
Indonesia,Oregon,Petersen LLC,Trout,5,351-516-4196,141.8
Bangladesh,Hawaii,Mercado and Sons,Black Tiger Shrimp,5,001-833-255-0604x512,9.1
Vietnam,New York,"Barnes, Ray and Fitzpatrick",Tilapia,3,7618518399,136.5
India,Nebraska,Lloyd-Jackson,King Prawn,4,8005130369,187.1
Vietnam,Vermont,Cain LLC,Seabass,4,674.485.1667,19.4
India,Arizona,"Henry, Barrera and Robbins",Dungeness Crab,4,+1-392-894-7134,176.1
Bangladesh,Missouri,Palmer Group,Banana Prawn,5,001-290-996-1074,124.4
Thailand,Arkansas,Miller LLC,Milkfish,5,745.797.6261x15247,88.6
Indonesia,New Hampshire,Baker-Vasquez,Banana Prawn,3,001-875-919-9315x597,20.9
Indonesia,Vermont,Schultz and Sons,Snow Crab,3,(538)708-2930,192.8
Indonesia,Georgia,Pena Ltd,Pangasius,5,507-249-9011,48.1
Indonesia,Maryland,Love Inc,Salmon,3,576-528-8700,68.3
Thailand,Indiana,"Waters, Jones and Green",Milkfish,5,605-438-7807x46626,37.8
Indonesia,Arizona,Pratt Inc,King Prawn,5,(343)812-2709x111,91.3
India,North Carolina,Schroeder and Sons,Grouper,3,554.761.2497x455,193.7
Vietnam,Ohio,Patterson PLC,Rohu,3,(365)910-7122x588,141.7
Vietnam,Delaware,Tucker-Sutton,Trout,5,+1-821-548-6537x8682,154.4
India,Arkansas,"Houston, Anderson and Dean",Pangasius,4,001-749-672-8457x518,131.9
India,North Dakota,Keller Ltd,Trout,3,5296996968,20.7
Thailand,Indiana,Gonzalez LLC,Tiger Prawn,5,+1-801-752-1929x028,3.9
Thailand,West Virginia,Sloan Inc,Soft Shell Crab,4,001-427-966-0209x95783,26.1
India,Indiana,Pena-Potter,Dungeness Crab,3,(491)847-3292x92611,181.9
Thailand,Vermont,Salinas LLC,Whiteleg Shrimp,5,001-986-508-3806,136.9
Bangladesh,Louisiana,Jones-Bradshaw,Catfish,5,+1-612-974-0850x6929,46.1
Bangladesh,Utah,"Hale, Rogers and Green",Pangasius,5,900-990-1496x7631,140.0
Indonesia,Alabama,Martinez-Mckinney,Vannamei,4,001-259-592-3467,98.8
Vietnam,Illinois,Lee Group,Snapper,5,544-383-3701x17581,156.0
Bangladesh,Iowa,Rodriguez Group,Banana Prawn,4,590-474-2867x14526,125.6
Bangladesh,Tennessee,Benson-Martin,Mud Crab,4,932-560-1893x37498,17.9
Indonesia,Colorado,Navarro Group,Salmon,4,001-980-478-9570,130.7
Bangladesh,Minnesota,Williams-Davis,Tilapia,5,494-943-1199x4621,164.8
Thailand,New Hampshire,Jordan-May,Carp,3,865-921-6264,135.7
Bangladesh,Tennessee,Davis PLC,Mud Crab,3,524.442.8297,77.3
Vietnam,North Dakota,"Robinson, Ward and Mcdaniel",Barramundi,5,(608)846-3578,49.7
Indonesia,South Carolina,Dickerson-Waters,Carp,4,+1-550-259-6877,99.1
India,California,"Morales, Richardson and Armstrong",Pangasius,5,001-244-846-3025x1848,151.7
India,Colorado,"Payne, Taylor and Ford",Black Tiger Shrimp,4,(265)483-4725x4220,126.1
India,Arkansas,Ballard LLC,Freshwater Prawn,3,+1-669-624-8235x4085,189.1
Indonesia,New Hampshire,Delacruz-Mclean,Milkfish,5,001-924-575-5438x32776,31.8
Bangladesh,Florida,"Bailey, Williams and Peterson",Barramundi,4,+1-661-877-4197,184.7
India,Washington,Baker-Salazar,Rohu,5,001-206-951-7467x25973,146.5
Bangladesh,Louisiana,Brown-Brewer,Banana Prawn,4,+1-733-571-4814x462,94.4
Indonesia,West Virginia,Fisher Group,Grouper,5,213-448-8525x362,176.9
India,Minnesota,"Gibbs, Fisher and Daniels",Tuna,5,415.985.5374x9868,163.6
India,South Carolina,Lopez-Donovan,Salmon,3,5716336761,28.8
Indonesia,Ohio,"Webster, White and Jenkins",Seabass,5,513-526-8642,137.9
Indonesia,Washington,Medina-Kelly,Vannamei,5,(612)811-3096,44.5
Vietnam,New York,"Gomez, Rodriguez and Hernandez",Banana Prawn,5,216-560-0270,39.8
Thailand,Ohio,Brown-Cohen,Black Tiger Shrimp,3,+1-466-757-5547x1789,182.4
