Species,Age_Days,Water_Temp,DO,Feed_Type,Protein,Feed_Quantity
Mud Crab,21,21.3,5.4,Floating,44,43.72
Carp,125,22.5,6.8,Pellet,29,19.14
King Crab,131,20.5,4.5,Floating,41,48.57
Milkfish,117,25.3,7.0,Pellet,43,25.18
Grouper,105,22.7,4.7,Floating,32,12.74
Pangasius,17,27.6,6.7,Floating,45,3.29
Cod,126,29.9,7.1,Floating,29,17.79
Pangasius,33,28.8,7.4,Sinking,30,22.87
Cod,103,30.8,6.2,Pellet,37,47.08
Cod,107,22.2,5.8,Sinking,32,26.02
Trout,17,27.0,4.9,Pellet,39,8.87
Freshwater Prawn,86,26.2,7.6,Floating,43,27.42
Salmon,133,20.0,6.7,Floating,43,10.66
Whiteleg Shrimp,115,30.6,7.0,Sinking,39,21.48
Grouper,99,22.3,4.2,Pellet,41,26.58
Seabass,38,30.2,4.9,Sinking,34,41.61
Blue Swimmer Crab,130,30.4,6.6,Pellet,43,36.61
Cod,83,31.0,4.9,Floating,38,42.02
Tiger Prawn,42,31.1,7.0,Sinking,36,39.23
Grouper,142,27.8,4.6,Floating,40,26.4
Snapper,105,23.9,7.1,Floating,35,4.61
Snow Crab,36,26.1,7.2,Floating,28,14.58
Milkfish,132,21.5,4.2,Floating,37,45.73
Tilapia,147,24.5,4.1,Sinking,39,8.54
Mud Crab,11,24.4,7.8,Floating,38,40.48
King Prawn,131,24.5,5.3,Floating,38,43.19
Soft Shell Crab,143,27.4,6.0,Sinking,39,41.73
Salmon,117,22.9,7.7,Pellet,29,33.95
King Prawn,59,25.4,6.9,Pellet,29,41.13
Freshwater Prawn,23,23.7,6.7,Sinking,45,2.64
Carp,104,25.3,7.7,Pellet,34,26.69
Snow Crab,134,30.4,6.6,Floating,43,4.16
Pangasius,81,31.2,7.1,Floating,39,30.94
Tilapia,93,28.9,7.5,Pellet,32,36.35
King Prawn,81,25.2,4.9,Pellet,39,23.47
Tilapia,26,27.4,6.4,Pellet,41,17.47
Barramundi,111,25.7,5.7,Pellet,33,25.59
Seabass,52,26.6,4.7,Sinking,38,12.63
Pangasius,19,27.5,4.2,Sinking,45,13.28
Salmon,54,30.9,4.8,Pellet,45,36.35
King Prawn,11,23.8,7.3,Floating,35,7.43
Pangasius,61,25.3,6.2,Sinking,32,41.42
Catfish,73,27.4,6.5,Pellet,45,45.11
Grouper,145,30.0,4.7,Sinking,35,18.41
Snow Crab,66,22.4,7.5,Floating,35,31.72
Blue Swimmer Crab,140,26.0,4.5,Sinking,36,10.59
Grouper,50,29.1,4.5,Pellet,32,14.28
Tuna,102,27.7,6.0,Sinking,28,20.86
Salmon,18,26.1,6.6,Pellet,45,46.68
Mud Crab,121,29.6,5.8,Sinking,35,41.31
Vannamei,43,22.7,5.4,Floating,39,1.36
Whiteleg Shrimp,86,23.7,7.9,Sinking,37,47.97
Dungeness Crab,22,25.0,6.9,Floating,28,13.5
Tilapia,130,22.1,5.9,Floating,29,28.99
Tuna,114,28.5,4.1,Pellet,43,39.37
Vannamei,71,29.2,8.0,Sinking,45,39.75
Milkfish,26,27.1,7.9,Pellet,37,28.38
Freshwater Prawn,75,29.5,6.6,Pellet,30,42.58
Rohu,83,26.4,4.2,Pellet,41,35.87
Tilapia,87,27.8,6.6,Sinking,29,31.51
Tiger Prawn,54,27.3,4.5,Floating,42,25.13
Freshwater Prawn,48,21.4,5.1,Floating,28,36.39
Dungeness Crab,64,29.9,5.5,Pellet,28,7.68
Tilapia,84,27.5,4.3,Sinking,45,28.39
Whiteleg Shrimp,15,28.9,7.4,Pellet,42,37.93
Cod,29,21.7,5.6,Floating,43,43.29
Tilapia,15,27.6,5.8,Sinking,32,45.99
Pangasius,21,25.3,5.8,Pellet,33,49.58
Vannamei,85,22.0,4.5,Pellet,42,11.49
Salmon,146,28.4,6.7,Pellet,45,15.02
Whiteleg Shrimp,47,22.5,6.7,Sinking,42,30.68
Barramundi,145,22.3,7.9,Sinking,37,37.66
Tiger Prawn,79,28.4,4.9,Floating,34,47.06
Barramundi,140,31.4,5.3,Pellet,42,47.5
Carp,134,25.6,4.8,Pellet,34,37.71
Tuna,108,25.9,5.6,Pellet,32,20.72
Grouper,130,22.7,4.3,Floating,32,43.9
Salmon,100,30.1,4.5,Pellet,31,17.32
Tilapia,70,21.1,7.6,Pellet,33,33.73
Whiteleg Shrimp,17,20.7,6.7,Pellet,35,44.07
Milkfish,46,25.4,4.3,Floating,41,26.13
Carp,34,31.7,6.1,Sinking,33,11.41
Carp,97,29.9,4.6,Pellet,31,20.77
Banana Prawn,150,24.9,6.8,Floating,40,33.13
King Crab,146,28.9,5.1,Floating,44,25.87
Grouper,76,31.6,7.5,Sinking,32,14.88
Trout,149,30.9,6.4,Pellet,32,29.36
Freshwater Prawn,100,29.1,7.7,Sinking,40,44.36
Blue Swimmer Crab,136,27.1,4.1,Pellet,37,18.9
Rohu,79,21.2,7.6,Floating,35,17.51
Mud Crab,144,27.8,4.8,Sinking,31,13.0
Vannamei,85,27.2,6.9,Pellet,44,27.32
King Prawn,52,22.4,6.2,Pellet,41,4.45
Tuna,36,31.7,5.3,Floating,29,12.36
Seabass,119,31.1,5.5,Sinking,35,12.22
Vannamei,76,28.9,5.8,Pellet,29,15.75
Tilapia,133,29.4,4.9,Pellet,42,28.52
Cod,46,23.4,6.0,Floating,33,7.01
Salmon,65,21.0,6.8,Floating,37,15.1
Soft Shell Crab,123,31.4,5.1,Floating,42,38.31
Trout,121,24.1,7.6,Floating,34,12.83
Salmon,70,30.7,7.4,Pellet,37,7.71
Soft Shell Crab,128,30.8,5.4,Pellet,34,33.55
King Crab,119,25.4,5.5,Pellet,40,16.81
Rohu,144,29.7,4.9,Floating,35,7.79
Tilapia,135,31.8,7.5,Pellet,32,11.67
Dungeness Crab,142,21.7,5.9,Floating,37,27.94
Dungeness Crab,105,20.8,7.1,Floating,38,42.44
Freshwater Prawn,29,31.7,6.3,Pellet,39,10.43
Salmon,144,26.7,4.9,Pellet,44,4.82
Trout,41,25.2,6.7,Sinking,45,48.74
Cod,116,28.2,7.1,Sinking,33,47.76
Milkfish,13,30.5,7.4,Sinking,42,37.86
Mud Crab,135,21.7,4.6,Pellet,33,38.46
Snow Crab,124,29.7,5.1,Pellet,39,31.95
Pangasius,73,28.6,6.9,Pellet,34,6.22
Catfish,108,20.2,7.0,Floating,29,32.02
Carp,150,20.4,5.9,Pellet,28,43.28
Blue Swimmer Crab,32,31.4,7.8,Sinking,44,45.51
Salmon,39,26.2,7.9,Sinking,39,17.3
Snow Crab,60,26.3,7.2,Sinking,36,21.83
King Prawn,146,23.2,5.1,Pellet,41,15.93
Blue Swimmer Crab,112,25.8,6.9,Sinking,35,20.96
Milkfish,59,20.2,4.8,Pellet,32,16.47
Banana Prawn,103,23.6,6.9,Sinking,42,24.97
Soft Shell Crab,82,31.1,6.9,Floating,44,37.56
Pangasius,35,20.8,7.9,Sinking,35,2.48
Barramundi,131,21.8,5.2,Pellet,32,7.12
Seabass,50,28.2,7.7,Pellet,45,16.1
Blue Swimmer Crab,53,25.1,5.4,Pellet,34,47.33
Grouper,66,30.8,5.8,Floating,44,24.92
Tiger Prawn,51,29.0,4.7,Sinking,36,13.54
Tiger Prawn,139,27.0,6.6,Pellet,42,46.44
Pangasius,104,30.0,6.7,Sinking,31,39.37
Trout,39,27.9,4.4,Floating,28,18.55
King Prawn,75,23.5,7.6,Sinking,40,7.89
Catfish,100,30.2,6.5,Sinking,35,37.09
Tilapia,141,21.4,5.0,Pellet,28,26.73
Blue Swimmer Crab,122,24.3,4.7,Pellet,37,1.94
Banana Prawn,126,24.8,7.1,Sinking,37,49.59
Snapper,110,21.1,4.7,Floating,30,18.47
Tilapia,27,26.7,4.2,Floating,35,6.58
Catfish,108,23.4,7.6,Sinking,44,3.83
Grouper,98,30.7,7.7,Sinking,35,32.85
Mud Crab,87,31.1,7.6,Floating,32,19.43
Blue Swimmer Crab,92,26.8,6.2,Floating,29,47.51
Carp,138,24.3,4.3,Floating,35,16.8
Tuna,150,30.9,5.4,Sinking,45,32.03
King Prawn,16,23.1,7.8,Pellet,33,10.32
Catfish,65,31.2,6.6,Pellet,36,49.55
Milkfish,73,20.9,6.9,Sinking,37,16.7
Salmon,102,21.2,6.6,Pellet,33,49.2
Blue Swimmer Crab,143,31.8,7.2,Pellet,42,29.58
Vannamei,101,21.8,7.9,Pellet,43,24.02
Tilapia,21,28.0,5.5,Pellet,35,42.75
Milkfish,147,31.9,4.3,Pellet,36,41.37
Grouper,18,23.6,5.2,Pellet,44,21.76
Snow Crab,88,22.4,6.1,Sinking,41,43.0
Vannamei,115,23.0,4.1,Floating,34,31.13
Black Tiger Shrimp,43,25.8,5.8,Floating,37,38.01
King Prawn,142,24.0,7.8,Sinking,45,17.68
Pangasius,60,22.9,7.7,Pellet,29,9.0
Freshwater Prawn,61,27.3,5.0,Sinking,40,12.11
Freshwater Prawn,142,30.2,6.3,Pellet,40,36.25
Banana Prawn,143,23.9,6.1,Sinking,28,23.62
Tiger Prawn,26,24.5,5.9,Sinking,42,30.99
Freshwater Prawn,54,26.5,6.9,Pellet,42,7.66
Dungeness Crab,110,21.0,7.3,Sinking,34,12.49
Banana Prawn,10,23.7,5.8,Pellet,40,12.18
Seabass,29,22.5,6.5,Pellet,38,2.78
Dungeness Crab,90,24.5,4.4,Sinking,31,26.4
Milkfish,19,28.3,4.5,Pellet,28,9.93
Pangasius,133,30.7,7.3,Floating,33,3.58
Tiger Prawn,129,28.3,4.2,Sinking,34,39.66
Banana Prawn,15,27.3,7.6,Pellet,41,3.28
Grouper,54,25.7,7.5,Pellet,41,32.03
Grouper,33,27.1,6.7,Sinking,45,45.46
Catfish,35,24.3,5.9,Floating,28,17.78
Blue Swimmer Crab,83,31.2,5.0,Sinking,42,35.31
Snow Crab,97,25.8,5.2,Sinking,42,32.07
Soft Shell Crab,97,27.9,6.0,Floating,31,19.12
Snow Crab,80,25.8,5.1,Sinking,35,48.58
Snow Crab,118,30.1,5.8,Sinking,45,46.49
Grouper,98,27.6,5.3,Floating,38,14.15
Dungeness Crab,95,28.9,7.9,Sinking,38,6.0
Snapper,32,25.7,7.3,Sinking,29,11.25
Dungeness Crab,62,26.9,7.0,Floating,42,36.9
Whiteleg Shrimp,14,21.8,4.5,Floating,37,19.09
Tuna,147,30.1,6.8,Sinking,39,15.73
King Crab,110,22.0,7.0,Floating,39,6.78
Dungeness Crab,137,25.3,5.0,Floating,40,40.57
Carp,96,26.6,7.6,Pellet,37,15.89
Rohu,150,21.8,6.2,Pellet,28,49.98
Cod,16,24.9,7.0,Sinking,36,37.38
Tilapia,48,30.7,4.9,Pellet,37,11.76
Banana Prawn,95,30.8,5.3,Floating,44,37.12
Grouper,90,29.3,6.0,Sinking,30,43.97
Whiteleg Shrimp,32,26.5,5.8,Pellet,29,1.44
Trout,38,23.1,6.0,Floating,43,29.01
Grouper,84,32.0,4.3,Sinking,45,4.72
Milkfish,37,29.2,4.6,Sinking,30,49.62
Catfish,137,24.6,7.9,Sinking,42,17.76
Mud Crab,101,25.2,5.5,Floating,38,36.67
Vannamei,58,31.1,4.2,Floating,45,14.18
Cod,68,22.5,5.0,Floating,38,9.52
Barramundi,121,29.8,8.0,Sinking,31,2.45
King Crab,70,28.9,6.9,Sinking,30,7.13
Snow Crab,10,24.3,7.4,Pellet,42,17.19
Dungeness Crab,73,22.5,5.6,Floating,38,40.71
Seabass,67,28.7,5.4,Sinking,41,4.44
King Crab,135,31.0,7.4,Floating,36,39.78
Tiger Prawn,25,31.4,7.4,Sinking,40,14.75
Snow Crab,106,20.3,6.8,Sinking,35,30.48
Snow Crab,93,24.5,6.8,Pellet,42,42.7
King Crab,89,20.2,6.5,Floating,45,42.55
Tiger Prawn,113,28.6,5.3,Sinking,33,37.63
Black Tiger Shrimp,78,31.9,7.3,Sinking,28,21.8
Grouper,145,20.1,4.1,Sinking,40,46.86
Black Tiger Shrimp,45,21.9,4.2,Sinking,32,16.22
Tilapia,68,23.0,6.1,Floating,34,18.03
Black Tiger Shrimp,136,31.3,6.8,Sinking,28,8.8
Barramundi,30,22.7,7.0,Floating,40,27.57
Tuna,64,21.5,7.0,Pellet,29,21.71
Catfish,53,25.4,7.0,Floating,43,2.52
Cod,108,20.8,6.6,Pellet,33,15.68
King Crab,39,21.0,6.2,Pellet,30,8.59
Salmon,26,30.5,7.9,Pellet,40,13.79
Tilapia,147,27.7,7.4,Sinking,28,13.84
King Prawn,118,26.4,7.7,Pellet,33,19.67
Vannamei,41,30.9,4.8,Sinking,32,18.88
Tilapia,132,29.7,5.6,Pellet,45,42.89
Tuna,99,21.9,6.5,Pellet,28,17.56
Tilapia,34,29.6,7.6,Sinking,33,28.41
Blue Swimmer Crab,97,20.6,5.1,Pellet,43,40.36
Trout,86,20.6,7.4,Floating,38,25.64
Freshwater Prawn,45,20.3,7.2,Pellet,40,40.5
Salmon,22,22.3,6.7,Floating,33,11.68
Carp,44,25.2,7.2,Floating,40,44.01
Dungeness Crab,78,28.5,7.6,Sinking,36,8.35
Pangasius,118,21.6,7.4,Sinking,35,14.11
Tiger Prawn,10,30.1,5.3,Floating,31,3.4
Grouper,100,28.5,6.7,Pellet,29,38.2
Rohu,94,31.3,6.5,Pellet,37,4.73
Whiteleg Shrimp,17,27.2,5.5,Pellet,32,8.03
Cod,45,22.0,7.7,Pellet,34,7.48
Dungeness Crab,129,24.7,6.0,Sinking,31,15.43
Snow Crab,40,31.3,4.8,Pellet,30,13.57
Tiger Prawn,42,31.4,5.3,Sinking,28,29.95
King Prawn,84,24.2,7.7,Sinking,28,29.76
Whiteleg Shrimp,16,22.3,7.6,Pellet,33,48.48
Salmon,111,30.1,5.7,Sinking,36,9.1
Pangasius,75,23.9,4.6,Pellet,30,15.55
Catfish,86,31.6,4.8,Sinking,40,23.47
Blue Swimmer Crab,103,28.2,4.8,Floating,28,26.54
Freshwater Prawn,135,29.1,6.4,Pellet,29,9.54
Tiger Prawn,111,22.2,4.1,Sinking,30,26.69
Barramundi,10,27.9,4.2,Floating,28,27.43
Milkfish,62,22.4,6.1,Floating,37,47.26
Freshwater Prawn,101,27.7,6.3,Sinking,37,5.52
Pangasius,140,31.6,6.5,Pellet,35,47.16
Black Tiger Shrimp,110,21.0,5.8,Floating,34,39.07
Whiteleg Shrimp,137,23.4,6.3,Pellet,45,7.51
Trout,71,24.4,6.3,Sinking,43,12.58
Tuna,78,30.7,7.2,Pellet,32,19.41
Snapper,99,30.6,5.4,Floating,42,3.51
Milkfish,41,20.4,4.3,Pellet,44,12.48
Grouper,60,25.6,4.6,Pellet,43,19.49
Blue Swimmer Crab,72,21.1,5.6,Pellet,36,13.81
Tuna,55,24.9,5.4,Floating,39,17.08
Trout,125,28.8,6.8,Floating,33,41.1
Whiteleg Shrimp,114,23.1,5.3,Floating,40,26.55
Tuna,73,28.9,6.5,Pellet,29,19.89
Rohu,134,25.9,7.3,Pellet,41,49.41
Snapper,38,24.5,4.5,Pellet,44,27.49
Rohu,141,22.6,7.3,Floating,36,25.64
Catfish,148,31.1,6.3,Floating,45,9.42
Catfish,43,26.5,5.2,Sinking,37,13.77
Tuna,51,23.5,5.3,Sinking,40,15.25
Catfish,146,20.2,7.1,Floating,29,13.93
Carp,25,23.4,5.1,Sinking,32,25.75
Grouper,36,25.2,7.4,Sinking,44,22.34
Salmon,24,21.3,6.3,Pellet,29,34.38
Tilapia,37,27.7,5.6,Sinking,32,42.04
Salmon,53,27.3,5.2,Floating,39,48.07
Blue Swimmer Crab,75,27.7,7.1,Sinking,36,10.9
Tuna,12,22.7,4.8,Sinking,38,5.13
Freshwater Prawn,123,24.0,7.7,Floating,43,6.33
Trout,77,24.9,6.4,Floating,32,35.18
Vannamei,120,30.2,6.4,Sinking,44,33.9
Trout,68,24.7,4.9,Floating,42,22.07
Whiteleg Shrimp,99,28.3,4.5,Pellet,45,12.13
Whiteleg Shrimp,50,23.3,5.5,Floating,41,28.06
King Prawn,114,24.7,6.3,Pellet,40,33.58
Tiger Prawn,113,24.3,5.0,Pellet,45,29.45
Whiteleg Shrimp,115,20.9,7.7,Pellet,34,27.15
Pangasius,102,24.4,6.9,Sinking,32,10.38
King Prawn,125,22.4,5.1,Floating,40,27.36
King Prawn,36,29.0,6.7,Floating,28,36.66
Freshwater Prawn,69,20.7,8.0,Floating,35,30.09
King Prawn,35,23.0,6.2,Pellet,33,47.52
Tilapia,117,30.9,4.0,Floating,45,46.77
Rohu,109,31.1,7.4,Pellet,35,22.42
Milkfish,68,31.6,5.2,Sinking,30,32.61
Vannamei,36,20.7,4.2,Floating,37,27.84
Seabass,147,22.8,6.4,Sinking,30,16.38
Tilapia,122,31.0,4.6,Sinking,40,24.92
Tuna,109,29.6,6.8,Pellet,39,13.74
Banana Prawn,80,27.9,6.6,Floating,39,4.58
Trout,125,24.4,8.0,Sinking,43,12.56
Pangasius,94,27.8,6.8,Pellet,29,36.51
Milkfish,129,24.7,6.1,Pellet,39,19.32
Rohu,90,31.1,7.6,Sinking,32,4.0
Seabass,83,22.2,4.0,Pellet,43,22.09
Catfish,109,24.2,7.1,Sinking,35,2.77
Soft Shell Crab,37,20.1,4.8,Floating,28,16.31
Black Tiger Shrimp,49,30.6,4.0,Floating,33,17.95
Catfish,13,30.9,5.1,Pellet,41,30.86
Black Tiger Shrimp,148,30.6,5.0,Pellet,36,35.48
Black Tiger Shrimp,74,26.7,5.3,Pellet,38,23.37
Banana Prawn,30,23.6,6.5,Sinking,34,25.2
King Crab,82,27.6,7.0,Floating,34,36.76
Salmon,62,27.1,6.0,Floating,43,19.6
King Crab,57,29.9,5.7,Pellet,33,18.01
Barramundi,149,25.3,7.7,Pellet,29,9.32
Pangasius,74,20.8,5.0,Sinking,41,34.01
Barramundi,21,20.5,7.5,Floating,28,24.56
Barramundi,24,30.0,4.0,Sinking,43,49.81
Vannamei,102,21.3,4.4,Pellet,34,42.54
Tiger Prawn,119,24.5,6.6,Sinking,45,36.93
Soft Shell Crab,126,27.7,6.6,Pellet,30,43.52
Tilapia,69,26.7,5.5,Floating,33,31.35
Black Tiger Shrimp,24,22.2,7.4,Floating,36,49.27
Trout,78,25.1,6.7,Floating,28,8.69
Grouper,56,25.2,6.8,Floating,28,13.08
Rohu,63,26.5,6.5,Floating,32,25.32
Trout,150,24.1,7.3,Sinking,34,29.51
Freshwater Prawn,148,28.8,5.6,Sinking,36,43.26
Snapper,145,21.2,7.9,Floating,32,31.82
Tuna,146,24.0,6.5,Floating,31,1.83
King Prawn,38,20.3,6.6,Pellet,44,27.03
Barramundi,114,31.6,5.5,Sinking,41,9.35
Catfish,61,21.2,5.4,Floating,33,47.47
Pangasius,112,21.2,6.1,Floating,37,1.58
Mud Crab,51,26.7,5.0,Floating,37,2.2
Dungeness Crab,99,22.8,7.2,Sinking,41,45.39
Tiger Prawn,117,25.0,5.6,Pellet,44,44.34
Carp,116,25.5,5.8,Sinking,43,26.83
Milkfish,113,20.3,5.7,Sinking,42,11.51
Tuna,84,23.6,6.2,Floating,35,1.98
Snow Crab,55,26.1,6.8,Sinking,30,15.92
Banana Prawn,143,29.9,4.8,Pellet,30,9.55
Rohu,103,27.2,5.9,Floating,43,42.96
Tuna,55,22.9,6.5,Pellet,41,44.24
Seabass,114,24.0,6.7,Pellet,37,31.47
Milkfish,67,28.1,6.2,Pellet,28,48.22
Pangasius,68,21.6,4.8,Pellet,39,22.98
Soft Shell Crab,141,25.3,5.5,Floating,31,10.5
Carp,82,26.2,4.3,Sinking,30,16.48
Trout,24,31.9,4.4,Pellet,45,8.92
Vannamei,123,22.2,4.3,Sinking,29,10.78
King Crab,134,27.4,5.0,Pellet,41,4.88
Carp,77,24.4,4.9,Pellet,34,42.22
Banana Prawn,98,32.0,4.5,Sinking,37,10.77
Mud Crab,14,31.4,5.0,Floating,29,41.51
Barramundi,111,25.0,7.5,Floating,28,3.44
Dungeness Crab,25,28.8,6.1,Sinking,28,35.11
Tiger Prawn,111,25.1,5.5,Sinking,38,45.45
Soft Shell Crab,65,22.7,5.1,Pellet,45,15.19
Soft Shell Crab,67,24.5,5.0,Sinking,44,44.82
King Crab,116,29.8,5.9,Pellet,31,28.75
Grouper,111,22.3,6.6,Sinking,33,2.99
Carp,40,20.4,6.3,Floating,29,29.16
Carp,100,23.3,5.2,Sinking,32,40.64
Grouper,88,27.7,5.1,Pellet,39,9.88
Grouper,144,26.1,4.8,Floating,38,21.84
Freshwater Prawn,25,28.3,5.9,Pellet,29,11.52
Black Tiger Shrimp,38,29.2,6.0,Floating,35,9.95
Tilapia,65,27.9,6.9,Pellet,37,31.93
Salmon,81,29.0,5.3,Pellet,45,22.18
Dungeness Crab,60,26.8,4.7,Pellet,29,24.96
Catfish,144,26.4,7.8,Sinking,34,13.32
Milkfish,65,26.5,4.5,Sinking,28,16.18
Freshwater Prawn,67,30.0,5.1,Sinking,31,17.26
Soft Shell Crab,113,29.5,6.2,Floating,28,10.73
Salmon,87,29.0,6.7,Floating,39,26.68
Mud Crab,34,28.2,7.5,Pellet,43,21.61
Whiteleg Shrimp,85,29.6,6.2,Sinking,31,29.01
Tuna,91,22.9,6.5,Floating,43,24.93
Rohu,139,21.6,7.8,Sinking,34,22.52
Blue Swimmer Crab,56,27.8,7.0,Floating,42,10.86
Dungeness Crab,11,23.6,7.7,Sinking,29,22.09
Catfish,80,23.0,6.9,Sinking,31,44.86
Mud Crab,59,25.6,6.9,Floating,41,12.07
Soft Shell Crab,63,23.8,4.5,Pellet,45,46.62
Dungeness Crab,11,30.3,7.1,Floating,37,28.72
Salmon,107,30.9,5.9,Sinking,28,36.62
Mud Crab,38,20.9,4.5,Pellet,37,39.25
Dungeness Crab,82,25.0,5.5,Floating,44,47.27
Mud Crab,40,20.7,4.3,Sinking,31,23.13
Pangasius,130,29.7,4.9,Sinking,43,44.94
Freshwater Prawn,139,24.6,6.5,Floating,28,47.12
King Crab,68,24.1,7.7,Sinking,35,37.88
Catfish,127,22.4,4.4,Pellet,37,4.65
Soft Shell Crab,102,23.4,6.8,Floating,35,9.67
Banana Prawn,27,22.4,4.0,Floating,44,9.85
Barramundi,97,30.0,7.9,Sinking,29,27.7
Catfish,17,28.3,7.8,Floating,29,46.51
Tiger Prawn,35,30.0,8.0,Sinking,40,46.58
Freshwater Prawn,88,20.8,4.7,Pellet,40,39.52
Snow Crab,123,29.1,5.3,Pellet,39,42.06
Carp,46,23.0,7.6,Sinking,44,5.65
Grouper,18,22.8,5.8,Floating,32,34.68
King Crab,124,25.4,7.2,Pellet,41,20.85
Catfish,66,23.8,5.5,Sinking,41,8.35
King Crab,148,25.0,6.8,Sinking,39,44.19
Whiteleg Shrimp,20,25.4,7.4,Floating,42,13.39
Tiger Prawn,14,26.2,5.8,Floating,40,8.83
Pangasius,82,21.2,5.7,Floating,38,47.13
Rohu,49,22.8,7.2,Pellet,29,47.65
Grouper,125,29.6,6.2,Floating,31,42.65
Grouper,148,23.4,7.6,Floating,30,23.71
Black Tiger Shrimp,139,26.8,7.7,Floating,35,2.87
Whiteleg Shrimp,113,29.1,7.7,Pellet,37,30.11
Trout,107,30.6,5.8,Sinking,36,49.44
Banana Prawn,127,20.9,7.7,Pellet,33,20.99
Mud Crab,66,27.7,7.2,Pellet,30,36.47
Whiteleg Shrimp,55,30.2,7.8,Floating,42,6.23
Catfish,58,26.3,4.1,Sinking,40,27.62
Salmon,68,20.3,7.9,Sinking,37,24.82
Banana Prawn,98,28.1,7.4,Pellet,41,19.35
Milkfish,108,22.7,7.8,Pellet,31,7.34
King Prawn,111,22.5,7.6,Sinking,45,7.28
Rohu,92,30.2,7.8,Pellet,42,45.15
Blue Swimmer Crab,98,31.9,4.1,Pellet,30,34.31
Pangasius,52,24.2,6.2,Floating,30,24.51
Banana Prawn,150,27.3,7.0,Floating,44,11.74
Dungeness Crab,72,25.3,4.5,Sinking,44,43.09
Tilapia,117,21.9,5.8,Sinking,38,31.63
Snapper,134,28.1,4.4,Pellet,28,48.16
Barramundi,149,29.1,4.9,Pellet,34,47.61
Salmon,122,25.2,6.6,Pellet,43,24.56
Seabass,60,23.5,4.9,Floating,38,38.38
Rohu,50,30.9,6.9,Pellet,41,16.06
Pangasius,37,31.5,7.0,Pellet,40,31.79
Banana Prawn,71,28.3,4.7,Pellet,29,24.86
Salmon,46,24.6,4.3,Pellet,43,27.14
Blue Swimmer Crab,100,25.7,4.9,Pellet,45,1.34
Carp,31,27.7,7.9,Sinking,39,27.37
Tiger Prawn,89,30.4,6.3,Sinking,36,34.78
Carp,126,27.8,4.6,Floating,37,29.95
Snow Crab,104,29.7,7.3,Pellet,35,12.44
Cod,27,30.2,5.0,Pellet,40,19.69
Milkfish,120,28.0,6.4,Sinking,33,16.51
Mud Crab,20,24.9,7.3,Pellet,31,5.04
Rohu,45,24.5,7.7,Sinking,32,2.01
Soft Shell Crab,49,30.7,5.5,Pellet,28,35.88
Tiger Prawn,69,21.0,7.8,Sinking,40,40.0
Cod,15,25.2,6.9,Sinking,39,41.84
Rohu,55,22.8,7.8,Pellet,40,10.4
Whiteleg Shrimp,80,29.2,7.9,Pellet,44,45.2
King Prawn,15,30.1,6.8,Sinking,31,7.58
Snapper,98,22.3,4.2,Floating,40,25.27
King Crab,25,24.0,5.1,Floating,36,47.2
Tuna,110,24.8,4.7,Sinking,35,17.34
Salmon,139,29.2,4.8,Sinking,39,38.57
Soft Shell Crab,19,28.1,6.1,Sinking,28,33.61
Seabass,16,23.2,5.7,Floating,31,41.0
Snow Crab,42,23.8,7.2,Sinking,30,41.36
Vannamei,28,30.8,4.1,Floating,35,23.68
Tiger Prawn,54,20.6,5.8,Pellet,35,13.2
Mud Crab,19,30.5,5.8,Floating,29,14.66
Pangasius,31,24.5,5.2,Floating,38,37.75
Carp,113,20.7,5.5,Pellet,28,38.29
Mud Crab,41,28.9,5.0,Floating,37,18.39
Tilapia,139,20.8,5.1,Pellet,29,48.15
Vannamei,115,22.1,4.2,Floating,33,33.55
Dungeness Crab,10,26.2,5.8,Pellet,33,48.01
Catfish,85,29.9,4.7,Pellet,35,9.98
Tuna,74,23.6,5.3,Sinking,40,2.26
Tiger Prawn,120,21.6,7.8,Sinking,29,8.44
Rohu,93,27.7,4.5,Floating,41,35.7
Vannamei,73,26.2,5.0,Pellet,31,33.89
Vannamei,46,26.5,5.9,Floating,39,11.58
Mud Crab,123,27.0,5.4,Sinking,38,47.13
Soft Shell Crab,60,21.7,5.7,Floating,43,24.79
Black Tiger Shrimp,81,22.7,6.4,Pellet,34,30.78
Mud Crab,88,26.7,5.2,Pellet,32,27.28
Black Tiger Shrimp,48,25.6,5.6,Pellet,43,16.7
Blue Swimmer Crab,100,29.1,6.8,Floating,39,12.1
King Prawn,107,31.1,4.4,Sinking,45,15.06
Tilapia,35,31.9,6.0,Sinking,29,11.28
Freshwater Prawn,120,22.9,5.0,Pellet,41,40.59
Blue Swimmer Crab,71,27.4,7.5,Pellet,43,17.66
Grouper,100,30.5,4.5,Sinking,32,30.38
Tuna,110,26.7,7.7,Floating,31,26.1
Snow Crab,79,21.2,5.0,Pellet,45,35.52
Black Tiger Shrimp,121,30.3,4.2,Sinking,30,45.19
Blue Swimmer Crab,114,23.9,6.2,Pellet,42,6.05
Snapper,48,24.2,4.3,Floating,32,14.21
Blue Swimmer Crab,67,29.6,5.0,Sinking,39,36.84
Tilapia,16,29.6,5.3,Pellet,44,20.81
Grouper,82,24.1,4.6,Floating,33,43.03
Carp,139,31.8,7.4,Floating,44,28.05
King Prawn,135,21.9,7.8,Pellet,34,2.47
Dungeness Crab,87,27.2,7.5,Floating,32,49.29
Tuna,78,28.2,7.5,Floating,30,44.77
King Prawn,139,29.3,5.1,Sinking,41,28.06
