Target_Country,Species,Required_Quantity,Quality_Grade,Price_Offered
USA,Seabass,16,B,449893.82
USA,Catfish,22,A,156502.54
India,Rohu,7,B,452071.72
India,Mud Crab,3,C,228990.94
India,Seabass,28,C,466904.98
India,Blue Swimmer Crab,44,B,53050.61
China,Mud Crab,39,B,280682.97
India,Trout,47,A,190872.41
USA,Salmon,8,B,236729.16
India,Pangasius,21,B,259190.99
USA,King Crab,26,C,237403.45
India,Barramundi,20,B,49187.96
USA,Tilapia,22,B,433330.74
India,Cod,6,B,285508.6
India,Barramundi,44,B,237164.02
India,Freshwater Prawn,29,B,452395.65
Japan,Snow Crab,47,B,165269.75
Japan,Blue Swimmer Crab,22,C,339149.12
EU,Salmon,9,C,223297.91
India,Banana Prawn,32,B,389565.07
USA,Black Tiger Shrimp,19,A,375941.62
Japan,Soft Shell Crab,31,A,52975.98
Japan,Rohu,4,A,245019.92
Japan,Salmon,38,C,180691.79
Japan,Carp,28,B,331821.54
EU,Soft Shell Crab,17,B,381909.21
China,Seabass,16,A,154719.55
India,Soft Shell Crab,18,C,191610.99
USA,Tiger Prawn,4,B,332047.46
EU,Salmon,26,A,364555.98
Japan,Tilapia,49,C,441538.74
USA,Grouper,8,B,251815.03
USA,Vannamei,35,B,106457.93
EU,Rohu,42,C,46068.25
Japan,Carp,11,A,47074.01
USA,Snapper,50,A,365244.44
Japan,Catfish,35,C,257139.35
India,Carp,26,C,254325.68
USA,Tuna,35,B,279983.09
India,Trout,44,C,396075.6
China,Barramundi,39,C,302251.68
Japan,Barramundi,29,C,265830.83
USA,Mud Crab,19,B,246027.55
USA,Salmon,46,C,81381.92
China,Rohu,4,A,111376.1
EU,Tilapia,47,C,245164.5
Japan,Trout,42,B,70325.19
China,Dungeness Crab,34,A,77117.87
India,Rohu,42,A,412847.9
India,Blue Swimmer Crab,40,B,13957.78
USA,Rohu,18,B,32295.23
China,Mud Crab,24,B,396794.98
China,Salmon,47,B,465342.23
EU,Tilapia,40,C,243616.35
USA,Milkfish,28,C,271403.08
China,Barramundi,29,C,497566.96
EU,King Prawn,3,C,320547.53
USA,Banana Prawn,39,C,129946.53
Japan,Milkfish,49,B,90151.06
USA,Vannamei,12,A,372342.57
Japan,Tuna,25,C,109699.53
EU,Grouper,2,C,68103.33
China,Cod,47,C,186389.7
Japan,Banana Prawn,40,C,124855.81
USA,Tiger Prawn,31,C,83077.97
India,Dungeness Crab,7,B,171175.73
USA,Freshwater Prawn,44,B,173650.38
Japan,Snow Crab,4,B,14025.55
EU,Pangasius,10,B,439896.78
USA,Freshwater Prawn,37,A,419641.38
Japan,Tilapia,30,C,276733.89
China,Pangasius,27,A,278645.94
Japan,Tilapia,31,B,227630.94
USA,Tilapia,21,A,382491.13
Japan,King Prawn,25,B,239024.5
USA,Tuna,1,C,268167.85
Japan,Rohu,19,C,268912.27
EU,Black Tiger Shrimp,48,A,404404.41
Japan,Freshwater Prawn,17,C,246108.37
China,Vannamei,49,C,11492.33
EU,Milkfish,23,B,172177.71
EU,Milkfish,2,B,206605.02
India,Freshwater Prawn,47,A,247611.44
India,Tiger Prawn,11,C,10073.72
India,Mud Crab,5,A,408191.78
India,Rohu,28,A,424573.26
USA,Cod,9,A,165215.32
China,Catfish,39,C,344237.97
USA,Salmon,12,B,94165.63
EU,Tilapia,50,C,81410.21
China,Cod,34,C,422275.03
China,Cod,21,A,191443.65
India,Pangasius,49,A,91852.15
USA,Tilapia,6,C,380475.0
Japan,Soft Shell Crab,36,A,162658.36
China,Tiger Prawn,13,B,209021.02
China,Mud Crab,48,A,149821.06
China,Tilapia,35,B,472346.22
EU,Grouper,17,A,46725.14
Japan,King Crab,3,A,120600.59
India,Freshwater Prawn,39,A,244878.57
EU,King Prawn,38,A,223669.7
China,Salmon,27,B,227905.25
China,Salmon,48,B,460983.74
EU,Mud Crab,45,B,90272.85
EU,Tilapia,5,A,54999.63
EU,Cod,10,C,442720.02
India,Freshwater Prawn,32,C,137316.46
China,Whiteleg Shrimp,7,B,375274.36
EU,Catfish,32,A,130720.23
USA,Dungeness Crab,19,A,136738.62
India,Blue Swimmer Crab,49,A,204101.24
China,Dungeness Crab,36,A,391697.72
India,Blue Swimmer Crab,44,B,148295.27
Japan,Cod,8,A,243948.15
India,Trout,23,B,459445.45
EU,Freshwater Prawn,45,B,207313.13
EU,Soft Shell Crab,44,C,424684.96
India,Snapper,9,B,98109.2
EU,Cod,26,B,341009.07
EU,Whiteleg Shrimp,10,A,362139.15
China,Snapper,21,A,234591.94
India,Snow Crab,6,B,317239.11
China,Milkfish,17,C,267806.14
Japan,Soft Shell Crab,19,C,58071.6
EU,Trout,31,A,235221.06
USA,Seabass,25,A,56848.8
USA,Salmon,48,C,216856.0
India,Cod,47,A,421839.86
USA,King Prawn,22,C,368351.25
China,King Crab,46,B,136559.58
USA,Mud Crab,37,A,357652.28
USA,Grouper,22,B,494069.8
USA,Black Tiger Shrimp,15,C,18547.13
India,Tilapia,37,C,422768.77
Japan,Tuna,38,A,279804.68
Japan,Grouper,50,A,212906.93
Japan,Seabass,3,C,310215.09
China,Vannamei,28,C,441430.3
USA,Carp,44,B,229949.42
Japan,Whiteleg Shrimp,5,B,228260.09
China,Freshwater Prawn,22,A,124856.94
Japan,Tilapia,42,C,197340.04
EU,Whiteleg Shrimp,8,B,192886.31
USA,Trout,37,C,255491.19
USA,Freshwater Prawn,23,C,111044.12
USA,Carp,32,C,337684.74
China,Salmon,5,C,79801.99
Japan,Rohu,2,C,93804.66
Japan,Whiteleg Shrimp,46,A,62849.53
India,Barramundi,42,C,193757.04
India,Banana Prawn,35,C,463090.7
USA,Pangasius,38,A,73078.73
India,Freshwater Prawn,21,B,234771.91
China,Milkfish,28,C,358108.37
India,Black Tiger Shrimp,39,B,321222.57
Japan,Freshwater Prawn,46,C,39066.52
China,Black Tiger Shrimp,13,B,472833.67
USA,Salmon,22,C,184344.69
China,Grouper,10,B,477492.06
India,Grouper,15,A,146678.79
USA,Carp,34,A,409495.16
China,Banana Prawn,38,B,483264.28
China,Seabass,17,C,392231.21
USA,Carp,18,B,244252.44
India,Seabass,1,B,42316.63
USA,Tilapia,9,A,156217.19
China,Salmon,4,B,40525.59
China,Snapper,36,C,10924.51
Japan,Trout,28,C,310114.39
USA,Tilapia,48,C,209315.12
EU,Tiger Prawn,48,C,95197.97
India,Pangasius,17,B,438704.2
EU,Milkfish,27,A,391327.91
Japan,Tuna,35,A,167360.58
Japan,Catfish,17,B,386251.0
India,Black Tiger Shrimp,3,A,403910.23
EU,Trout,31,B,361192.04
India,Catfish,25,A,275749.51
USA,Tiger Prawn,34,C,354693.62
Japan,Snow Crab,47,B,437711.08
China,Soft Shell Crab,23,A,384351.08
Japan,Salmon,37,C,16561.45
Japan,Pangasius,46,A,83896.85
USA,Tilapia,17,C,141080.71
China,Seabass,35,B,134285.29
USA,Snow Crab,36,A,35663.03
Japan,King Crab,2,C,222748.19
USA,Vannamei,16,A,426703.59
EU,Rohu,43,C,165309.66
Japan,Snapper,43,A,291251.39
India,Banana Prawn,42,B,247657.0
Japan,Trout,42,B,409397.36
India,Tilapia,1,C,155475.77
Japan,Freshwater Prawn,41,B,485836.82
Japan,Tilapia,13,A,211151.98
China,Pangasius,20,C,14703.68
China,Dungeness Crab,5,C,140216.24
India,Milkfish,27,C,69277.67
China,Black Tiger Shrimp,35,A,209228.99
USA,Barramundi,44,A,472610.99
China,Banana Prawn,47,A,265032.75
USA,Banana Prawn,6,A,193256.86
USA,Soft Shell Crab,19,B,311728.87
EU,Whiteleg Shrimp,43,A,203622.44
USA,Barramundi,23,C,318845.63
China,Cod,40,B,272610.8
China,Soft Shell Crab,5,B,231616.97
India,Vannamei,47,B,463784.56
EU,King Prawn,31,C,403929.29
USA,Grouper,48,A,461742.64
India,Vannamei,32,A,403666.91
EU,Trout,21,A,27212.79
USA,Snow Crab,43,B,213620.7
China,Banana Prawn,3,C,345438.05
EU,Carp,42,B,436524.28
Japan,Barramundi,43,B,17394.17
Japan,Banana Prawn,30,A,400640.02
India,Banana Prawn,28,C,177846.89
Japan,Vannamei,40,B,64118.45
Japan,Grouper,8,C,359587.12
Japan,Seabass,40,C,241601.8
EU,Black Tiger Shrimp,15,C,98878.97
India,King Crab,41,A,142294.89
China,Tuna,6,C,446897.72
Japan,Pangasius,18,C,294637.88
EU,Banana Prawn,30,B,249022.75
USA,Banana Prawn,38,A,312491.68
India,Tiger Prawn,3,A,137505.2
India,Dungeness Crab,12,B,300886.64
USA,Banana Prawn,40,C,200541.92
USA,Tuna,15,A,127608.64
EU,Grouper,21,C,199992.02
China,Blue Swimmer Crab,48,B,399519.05
Japan,Tiger Prawn,5,C,24613.61
USA,Freshwater Prawn,46,A,235875.88
Japan,Snow Crab,20,B,348868.02
India,King Prawn,25,C,490874.81
USA,Vannamei,5,A,390654.3
India,Blue Swimmer Crab,3,A,351869.3
USA,Mud Crab,13,B,313916.83
USA,Soft Shell Crab,42,B,12528.74
India,Carp,14,C,150734.79
India,Carp,9,A,264240.81
Japan,Carp,5,B,423725.2
Japan,Seabass,50,A,342725.03
India,Banana Prawn,47,C,320510.99
Japan,Tiger Prawn,44,B,34478.44
USA,Rohu,5,B,324616.46
India,Soft Shell Crab,41,A,103414.78
China,Snapper,34,A,283956.77
USA,Snow Crab,8,C,24300.2
Japan,Banana Prawn,23,C,482249.64
EU,King Crab,14,A,371501.17
Japan,Pangasius,30,C,165617.4
India,Carp,3,B,197368.0
India,Tilapia,31,B,17123.68
Japan,Cod,27,A,254266.95
USA,Freshwater Prawn,38,B,453349.68
Japan,Seabass,30,B,441955.32
China,Snow Crab,39,B,230410.01
China,Carp,27,C,444489.06
Japan,Mud Crab,2,B,280876.01
Japan,Tiger Prawn,26,B,446834.86
EU,Catfish,4,B,185229.93
China,Vannamei,17,A,247552.6
USA,Blue Swimmer Crab,48,C,22857.38
India,Blue Swimmer Crab,13,C,439074.37
EU,Snapper,1,A,221984.22
China,Tuna,33,A,416520.96
Japan,Black Tiger Shrimp,13,A,441228.31
Japan,Dungeness Crab,10,C,325813.12
China,Pangasius,31,A,161619.81
India,Soft Shell Crab,48,C,466448.43
Japan,Tuna,33,B,100085.62
USA,King Crab,37,C,458806.48
India,Black Tiger Shrimp,3,A,103655.81
China,Mud Crab,26,C,126680.11
EU,Tuna,22,A,271610.32
USA,Grouper,10,C,152163.01
China,Tuna,9,B,312484.69
EU,King Crab,38,C,449642.0
EU,Blue Swimmer Crab,20,C,91136.96
EU,Soft Shell Crab,22,A,416207.87
Japan,Snapper,12,A,215298.7
Japan,Trout,37,A,16863.48
India,Milkfish,14,A,315697.92
EU,Salmon,21,C,276939.37
Japan,Rohu,5,C,289308.9
EU,King Prawn,1,B,21023.71
India,Salmon,27,C,315154.58
EU,Pangasius,34,C,86399.86
India,King Prawn,33,A,381470.52
USA,Barramundi,47,B,201139.35
India,Black Tiger Shrimp,37,A,413192.18
Japan,Rohu,5,C,13652.2
Japan,Cod,25,C,111661.72
Japan,Banana Prawn,2,C,232186.79
USA,King Crab,24,B,260447.27
EU,Tuna,35,A,408854.99
China,Pangasius,15,A,478762.67
EU,Catfish,16,B,42226.57
Japan,Snow Crab,20,A,264762.65
China,Vannamei,45,A,266590.12
India,Pangasius,50,B,89813.1
USA,Blue Swimmer Crab,31,A,105964.42
India,Trout,20,C,156406.12
India,Whiteleg Shrimp,28,B,162325.52
USA,Black Tiger Shrimp,9,B,290075.52
USA,Banana Prawn,33,B,324597.62
India,Whiteleg Shrimp,47,B,77503.67
China,Dungeness Crab,15,A,393732.52
USA,King Prawn,19,C,56398.88
Japan,Milkfish,17,C,249869.43
EU,Banana Prawn,41,C,458538.84
USA,Freshwater Prawn,38,C,264867.83
EU,Blue Swimmer Crab,18,C,223049.99
India,Freshwater Prawn,43,A,151944.23
USA,Dungeness Crab,44,C,454509.3
EU,Snow Crab,11,C,37908.85
Japan,Snow Crab,13,C,358721.38
Japan,Snapper,19,B,324773.96
Japan,Mud Crab,9,A,259226.99
India,Rohu,46,A,257601.24
USA,Rohu,20,B,70950.21
China,Seabass,11,C,466811.15
Japan,Tilapia,13,A,296814.03
India,Freshwater Prawn,49,A,85785.49
India,Tilapia,16,C,166734.13
China,Rohu,50,B,18317.61
India,Seabass,34,C,249409.75
USA,Freshwater Prawn,24,C,390589.25
EU,Snow Crab,46,B,140019.99
Japan,Cod,30,B,409118.54
EU,Salmon,41,C,223982.88
India,Milkfish,5,C,99291.81
India,Carp,41,A,419901.65
India,Salmon,13,B,469444.4
USA,Rohu,10,B,434805.57
EU,Tiger Prawn,41,C,417114.58
China,Soft Shell Crab,22,A,212750.94
Japan,Snow Crab,45,B,406790.96
Japan,Freshwater Prawn,16,A,124683.58
EU,Salmon,14,A,56579.78
Japan,Barramundi,20,A,23952.88
India,Carp,44,B,305563.39
USA,Snapper,38,A,251060.06
Japan,Black Tiger Shrimp,2,B,351285.54
China,Freshwater Prawn,22,C,434204.08
China,Cod,16,B,470452.06
Japan,Tilapia,49,A,63617.84
EU,Pangasius,35,C,487575.48
India,Rohu,1,C,23201.27
China,Rohu,45,C,18432.56
China,Pangasius,12,A,157424.36
China,Tilapia,2,C,88800.35
India,Catfish,29,A,228354.81
China,Cod,16,C,270595.26
India,Tuna,1,A,224926.97
China,Blue Swimmer Crab,45,A,298218.02
Japan,Soft Shell Crab,4,B,369991.31
India,Trout,26,A,63581.91
USA,King Prawn,23,C,80917.92
USA,Milkfish,25,B,494930.15
Japan,Whiteleg Shrimp,41,A,289568.46
India,Grouper,12,C,360796.51
Japan,Milkfish,5,A,172192.09
Japan,Whiteleg Shrimp,2,C,299093.43
USA,Freshwater Prawn,11,A,236716.16
India,Mud Crab,7,B,461854.99
EU,King Crab,33,B,100528.45
EU,Blue Swimmer Crab,33,A,427643.66
Japan,Snow Crab,18,B,287094.72
USA,Grouper,12,B,384102.06
Japan,Blue Swimmer Crab,32,A,177718.25
Japan,Grouper,13,C,355010.37
USA,Soft Shell Crab,49,C,183952.26
India,Tilapia,45,B,40892.82
EU,Milkfish,9,B,346583.3
India,Cod,31,B,296536.87
India,Snow Crab,40,B,72028.07
Japan,Grouper,36,A,238245.52
China,Tuna,19,A,124494.84
USA,Carp,14,A,349609.83
China,Freshwater Prawn,8,C,98843.71
India,Freshwater Prawn,48,B,376354.17
India,Vannamei,26,C,229948.22
Japan,Carp,6,A,255441.84
China,Dungeness Crab,32,B,185904.63
USA,Dungeness Crab,26,B,70661.49
Japan,Tiger Prawn,46,B,400360.35
Japan,Blue Swimmer Crab,38,B,20535.29
China,Milkfish,46,A,220595.34
EU,Carp,32,B,134725.62
EU,Snow Crab,15,A,453420.39
USA,Mud Crab,1,A,215625.75
EU,Blue Swimmer Crab,3,B,445456.34
EU,Freshwater Prawn,4,A,451240.86
Japan,Trout,40,B,469630.83
USA,Cod,7,B,94186.71
EU,Banana Prawn,12,C,299659.69
China,Banana Prawn,28,A,120668.96
USA,Catfish,49,A,165972.56
Japan,Catfish,5,C,215601.17
Japan,Catfish,12,A,471665.39
India,Carp,47,C,446077.34
China,Tiger Prawn,44,A,89355.39
China,Rohu,5,A,487672.5
EU,Seabass,30,A,363711.33
India,Pangasius,40,A,185798.72
Japan,Vannamei,13,A,281879.57
India,Seabass,6,A,67328.74
Japan,Tilapia,20,C,493341.77
Japan,Freshwater Prawn,20,A,222753.39
EU,Milkfish,27,A,103340.22
EU,Vannamei,6,C,372877.36
EU,Seabass,48,B,354344.42
USA,Pangasius,12,B,53560.43
EU,Dungeness Crab,42,A,38138.69
Japan,Whiteleg Shrimp,9,C,244163.76
China,King Crab,17,C,426198.73
China,Banana Prawn,42,B,114714.6
India,Freshwater Prawn,17,C,31948.05
China,King Crab,14,A,171825.83
Japan,Dungeness Crab,39,B,68653.95
Japan,Barramundi,49,A,398370.23
India,Black Tiger Shrimp,24,A,470936.81
USA,Snow Crab,19,A,448748.91
India,Seabass,2,C,416712.08
China,Barramundi,26,C,198670.73
USA,Snapper,11,B,424166.33
Japan,Freshwater Prawn,20,C,193507.51
EU,Tuna,28,A,148551.33
India,Seabass,38,C,492802.83
EU,Banana Prawn,24,C,80352.17
USA,Grouper,6,A,45693.24
India,Snow Crab,16,A,90057.37
EU,Rohu,30,B,214690.11
China,Milkfish,41,B,229989.7
China,Tuna,34,C,180414.84
EU,Snow Crab,45,C,41526.09
India,King Crab,24,A,449606.14
India,Tilapia,8,C,286912.01
USA,Freshwater Prawn,24,C,453199.2
China,Cod,17,C,401942.93
China,Freshwater Prawn,36,A,236886.24
Japan,Soft Shell Crab,49,B,350457.2
USA,Tuna,13,B,154080.56
China,Rohu,45,A,424007.98
EU,Seabass,40,A,440124.35
India,Milkfish,13,B,482031.46
Japan,Seabass,34,B,179080.83
EU,Barramundi,21,A,318972.73
India,Black Tiger Shrimp,29,C,14879.17
India,Black Tiger Shrimp,38,A,229349.59
India,Tuna,38,A,297617.49
EU,Freshwater Prawn,25,A,183487.57
USA,Cod,7,B,489053.6
China,Salmon,2,A,327585.38
India,Cod,2,A,13890.37
Japan,Banana Prawn,9,A,305781.71
India,Tilapia,35,A,429776.17
USA,Freshwater Prawn,19,B,385049.64
India,Blue Swimmer Crab,24,C,339937.17
USA,Snapper,47,A,421223.98
USA,Milkfish,32,A,106365.82
USA,King Prawn,6,C,186686.91
Japan,Black Tiger Shrimp,6,A,498775.42
EU,Milkfish,9,C,271344.01
USA,King Prawn,49,C,81658.78
China,King Prawn,20,A,79660.87
Japan,Mud Crab,17,A,153866.7
EU,King Prawn,41,C,465129.12
EU,Cod,17,A,299032.78
USA,Barramundi,40,A,46397.45
USA,King Crab,18,A,10089.94
USA,Grouper,19,C,367670.73
EU,Tiger Prawn,45,B,458449.37
USA,Pangasius,35,C,124860.38
India,Barramundi,48,B,272864.59
EU,Freshwater Prawn,4,B,235385.67
Japan,Black Tiger Shrimp,39,B,195008.93
China,Blue Swimmer Crab,4,B,302958.15
EU,Soft Shell Crab,25,C,54220.37
EU,Blue Swimmer Crab,24,B,330124.9
USA,Tilapia,21,A,321358.66
EU,Grouper,32,A,440059.16
China,Freshwater Prawn,3,A,87107.27
China,Catfish,31,A,494063.85
India,Banana Prawn,25,C,295171.64
Japan,Whiteleg Shrimp,39,C,324730.4
China,Snow Crab,44,C,72348.37
China,Snow Crab,27,B,220846.24
India,Freshwater Prawn,13,C,131930.13
EU,Soft Shell Crab,8,C,465537.76
Japan,Snow Crab,3,A,326731.19
China,Tuna,2,C,362804.17
China,Black Tiger Shrimp,27,A,59339.61
USA,Freshwater Prawn,15,B,95891.74
India,Cod,28,B,486178.7
China,Cod,4,B,192734.6
EU,Blue Swimmer Crab,29,C,76699.78
EU,Snapper,17,C,91324.4
China,Salmon,32,A,342030.9
Japan,Snow Crab,9,A,374351.06
Japan,Cod,22,A,96152.49
India,Tiger Prawn,16,B,270205.69
EU,Dungeness Crab,12,A,229140.33
Japan,Freshwater Prawn,4,B,294014.02
India,Seabass,3,A,206203.8
China,Seabass,5,A,309938.08
EU,Black Tiger Shrimp,26,A,332514.13
Japan,Milkfish,33,C,270580.33
EU,Carp,1,B,420161.35
Japan,Milkfish,7,C,328598.06
EU,Seabass,34,A,437461.05
India,Dungeness Crab,48,C,432058.4
USA,Black Tiger Shrimp,49,A,487284.47
USA,Soft Shell Crab,23,B,43510.13
USA,Catfish,35,B,74361.41
EU,Snapper,44,A,174949.63
EU,Tilapia,46,B,472433.63
China,Grouper,21,B,103949.89
EU,Tuna,48,C,82272.71
EU,Tuna,18,B,305620.32
Japan,Milkfish,7,A,497874.13
USA,Soft Shell Crab,26,A,44234.33
Japan,Tuna,22,B,290521.67
China,Blue Swimmer Crab,6,B,10022.39
USA,Grouper,42,A,338401.6
Japan,Blue Swimmer Crab,34,C,146648.89
USA,Pangasius,26,B,84785.73
India,Catfish,34,B,178315.15
China,Banana Prawn,50,C,114250.27
India,Carp,39,C,480753.8
India,Cod,25,C,410407.09
China,Tilapia,41,B,231171.55
Japan,Vannamei,47,A,219408.99
India,Black Tiger Shrimp,44,C,15951.78
Japan,Salmon,49,B,106920.0
USA,Barramundi,16,B,457158.14
EU,Seabass,9,C,292645.12
China,Mud Crab,50,B,357678.36
USA,Rohu,4,A,222343.23
USA,Soft Shell Crab,7,B,334476.43
China,Blue Swimmer Crab,11,C,41688.6
Japan,Salmon,38,B,291741.39
EU,Pangasius,25,B,440706.88
Japan,Whiteleg Shrimp,17,C,177885.19
India,Banana Prawn,32,C,302502.49
EU,Freshwater Prawn,27,A,481412.3
Japan,King Prawn,13,A,468370.58
India,Trout,21,B,10242.69
Japan,Banana Prawn,26,B,277143.01
Japan,Soft Shell Crab,10,B,26087.33
EU,King Prawn,19,A,100171.47
USA,Tuna,22,B,123572.44
EU,Black Tiger Shrimp,50,C,39388.63
USA,Whiteleg Shrimp,10,A,425989.78
Japan,Salmon,36,C,462852.87
EU,King Prawn,43,C,458629.59
Japan,Grouper,44,C,477203.8
USA,Trout,38,A,150012.81
USA,Pangasius,35,B,26004.45
China,Pangasius,27,B,56611.92
India,Tuna,38,B,486552.17
EU,Tiger Prawn,21,C,448193.02
India,Black Tiger Shrimp,31,B,495157.95
China,Blue Swimmer Crab,34,B,354432.01
EU,King Prawn,6,C,300317.84
China,Vannamei,37,A,229099.24
China,Snapper,5,B,473563.22
USA,Whiteleg Shrimp,49,B,132218.25
China,King Crab,20,C,379966.78
Japan,Black Tiger Shrimp,41,C,87569.5
China,Tilapia,13,C,70533.79
China,Freshwater Prawn,14,C,173550.38
India,Snow Crab,32,B,223455.95
China,Whiteleg Shrimp,47,C,29264.32
Japan,King Prawn,4,C,198119.97
India,Snow Crab,20,A,165427.68
Japan,Vannamei,50,C,16096.04
EU,Snapper,8,C,433175.17
India,Vannamei,41,A,390927.67
China,Tilapia,16,B,146705.94
Japan,Tuna,4,B,443548.35
India,Milkfish,23,A,23199.63
EU,Banana Prawn,14,A,401357.25
EU,Salmon,45,C,160029.36
China,Pangasius,8,B,127883.76
India,King Crab,30,A,397041.88
EU,Grouper,42,C,330715.01
China,Soft Shell Crab,39,B,309014.55
China,Barramundi,20,B,208188.99
China,King Prawn,50,B,174179.46
India,Banana Prawn,7,C,156388.01
EU,King Crab,45,B,317827.07
USA,Mud Crab,17,B,486299.16
Japan,Trout,6,B,45698.61
India,Barramundi,39,A,215315.59
USA,King Crab,25,A,260042.71
Japan,Milkfish,5,A,214512.37
EU,Dungeness Crab,16,C,292704.12
USA,Banana Prawn,24,C,243511.3
Japan,Tilapia,41,B,447152.83
USA,Freshwater Prawn,6,C,148998.03
India,Barramundi,4,A,490198.09
USA,Catfish,42,B,215430.82
USA,Black Tiger Shrimp,48,C,178014.82
USA,Rohu,42,A,305160.89
Japan,Catfish,21,B,203434.73
China,Mud Crab,28,C,348571.59
EU,King Prawn,49,B,291908.36
China,Trout,40,C,356214.73
India,Snow Crab,41,C,284814.29
India,Blue Swimmer Crab,27,B,123771.42
India,Dungeness Crab,5,C,384423.31
EU,Black Tiger Shrimp,9,A,498023.93
EU,Milkfish,20,A,489473.16
China,Tilapia,46,A,370858.35
EU,Rohu,30,B,141437.13
EU,Rohu,32,A,110090.06
Japan,Grouper,20,A,138180.58
EU,Catfish,13,B,109632.78
EU,Tuna,13,B,280528.44
China,Catfish,25,C,103666.09
China,Milkfish,4,B,102109.46
EU,Seabass,44,A,451763.51
Japan,Tuna,43,A,67479.7
India,King Crab,24,C,136993.43
EU,Carp,13,C,16855.79
Japan,Grouper,10,B,21160.59
India,King Prawn,46,A,15644.84
India,Seabass,50,B,20906.66
USA,Cod,41,C,277728.14
China,Snapper,29,C,13880.02
China,Pangasius,13,C,105353.65
Japan,King Crab,31,C,360607.98
USA,Mud Crab,20,C,275313.67
USA,Black Tiger Shrimp,45,C,69493.6
EU,Barramundi,36,B,38659.67
India,Salmon,36,A,29606.89
India,Catfish,38,B,438566.59
EU,Dungeness Crab,41,B,250141.62
India,Salmon,50,A,86186.78
India,Tiger Prawn,32,B,389523.66
EU,Black Tiger Shrimp,1,A,312963.97
China,Grouper,15,A,421932.32
China,Blue Swimmer Crab,20,C,422363.31
India,Freshwater Prawn,13,C,297258.88
EU,Carp,23,B,111461.82
Japan,Seabass,27,C,80166.08
EU,King Prawn,39,A,437411.82
EU,Banana Prawn,21,B,356252.12
USA,Milkfish,22,B,263717.33
India,King Prawn,47,B,489991.87
China,Milkfish,45,C,200911.43
EU,Cod,13,B,461767.77
Japan,Dungeness Crab,19,A,481165.09
Japan,King Crab,23,C,176462.47
China,Carp,39,A,249608.75
Japan,Mud Crab,4,A,231640.75
China,Catfish,14,A,72507.25
Japan,Tuna,18,C,127139.58
China,Blue Swimmer Crab,12,C,214874.03
Japan,Soft Shell Crab,22,A,360207.83
India,Tiger Prawn,35,A,400676.22
India,King Crab,23,C,234366.25
India,Tiger Prawn,29,C,85470.18
EU,Grouper,5,B,10563.91
India,Seabass,9,B,260741.31
China,Carp,42,B,357915.6
USA,Vannamei,2,C,258768.83
India,Dungeness Crab,34,A,116131.52
EU,Milkfish,22,B,204998.33
Japan,Tilapia,13,A,445332.12
India,Snapper,1,C,277382.54
EU,Cod,39,C,318039.38
EU,Tiger Prawn,46,A,112086.12
EU,Pangasius,37,C,497666.92
USA,Rohu,44,A,350372.02
EU,Rohu,22,C,137544.66
China,Barramundi,34,B,132485.02
USA,Black Tiger Shrimp,25,C,100630.54
USA,Catfish,27,C,243914.65
China,Seabass,31,A,102424.34
EU,King Prawn,28,B,168721.6
India,Tiger Prawn,44,A,346126.94
EU,Tuna,3,C,44480.49
EU,Banana Prawn,37,A,419567.3
USA,Grouper,34,C,240240.75
EU,Grouper,43,B,244218.7
Japan,King Prawn,40,A,439851.34
India,Tiger Prawn,37,C,349596.97
India,Blue Swimmer Crab,28,A,186295.44
USA,Grouper,31,C,176806.69
China,Carp,16,A,178542.17
Japan,Salmon,50,C,464619.82
India,Barramundi,43,A,206066.08
India,Trout,46,A,297875.44
EU,Snapper,15,B,286924.96
Japan,Whiteleg Shrimp,8,C,315256.94
India,Black Tiger Shrimp,27,A,339938.9
China,Mud Crab,39,C,182641.69
USA,Vannamei,32,A,97420.14
India,King Crab,40,B,165131.03
China,Seabass,29,A,235606.76
USA,Snapper,41,B,391795.43
Japan,Vannamei,29,C,466046.06
China,Seabass,27,C,150998.51
USA,Tilapia,11,A,428226.49
India,Vannamei,38,C,354482.32
India,Whiteleg Shrimp,36,A,180223.93
Japan,Catfish,22,B,460525.62
Japan,Banana Prawn,25,C,37201.11
India,Tuna,12,B,484424.38
EU,Grouper,19,A,189512.57
Japan,Grouper,7,C,372253.71
USA,Banana Prawn,7,A,374195.44
USA,Banana Prawn,36,B,53647.23
USA,Trout,3,B,343418.9
India,Catfish,12,B,76636.32
USA,King Prawn,33,C,434245.64
India,Rohu,41,B,43809.04
Japan,Barramundi,4,B,154269.39
India,Carp,12,C,444280.99
China,Black Tiger Shrimp,14,B,490776.53
India,Mud Crab,18,C,67538.17
EU,Banana Prawn,23,A,295267.3
EU,Mud Crab,19,A,40935.58
Japan,Salmon,36,A,253412.74
Japan,Tuna,27,A,393629.41
India,Tiger Prawn,21,A,288034.03
Japan,Milkfish,6,A,313594.34
USA,Salmon,38,B,121497.31
India,Carp,33,B,440501.5
USA,Barramundi,20,C,54485.49
India,Tiger Prawn,17,A,118455.84
India,Pangasius,14,B,154414.12
India,Pangasius,30,B,228677.03
USA,Tiger Prawn,6,A,89155.08
EU,Grouper,34,C,248517.99
USA,Vannamei,38,A,287594.83
EU,Milkfish,4,B,321831.88
USA,Whiteleg Shrimp,23,C,362554.46
USA,Tuna,31,A,329162.0
Japan,Grouper,34,A,27910.45
USA,Banana Prawn,16,A,236011.89
